t_ms,tilt_angle,gyro_rate,balance_out,spd_fb_L,spd_fb_R,iq_L,iq_R,accel_X,accel_Y,accel_Z
6.8,0.189247,1.134819,0.000000,0.426331,0.666073,-0.000000,-0.000743,0.000488,0.007812,1.138672
6.8,0.209998,1.488799,0.000000,0.482695,0.885654,-0.000000,0.000744,0.002441,0.020996,1.144043
6.8,0.236723,1.538374,0.000000,0.640909,0.871562,-0.000000,0.000746,0.004883,0.020996,1.145020
6.8,0.267825,1.425685,0.000000,0.696194,0.780091,-0.000000,-0.000749,0.008301,0.020996,1.147949
6.8,0.303728,1.548979,0.000000,0.341709,0.930399,-0.000871,0.000000,-0.002441,0.017090,1.140137
8.7,0.291895,0.791765,0.000000,0.446411,-0.166058,-0.000471,0.000000,-0.003906,0.000488,1.164062
13.7,0.284047,0.349791,0.000000,0.191589,0.108998,0.000459,0.000660,0.004883,-0.004395,1.131836
18.7,0.269769,0.791588,0.000000,-0.000468,0.230775,0.000000,0.000660,0.000000,-0.008301,1.133301
23.7,0.251787,0.693744,0.000000,0.196154,0.180528,-0.000457,-0.000898,0.002930,-0.007812,1.183105
28.6,0.247297,0.674994,0.000000,0.391646,0.083798,0.000000,0.000000,-0.012207,0.010254,1.123535
33.7,0.235108,0.577892,0.000000,0.235508,0.012184,0.000457,0.000000,0.005859,0.006348,1.144043
38.7,0.226312,0.668158,0.000000,0.039449,-0.038780,0.000000,0.000000,0.015625,-0.008301,1.178711
43.7,0.226270,0.648957,0.000000,-0.086592,-0.110782,0.000000,0.000658,-0.002441,0.001953,1.126465
48.7,0.237086,0.233213,0.000000,-0.094642,-0.467728,-0.000457,0.000000,0.003418,0.003906,1.145996
53.7,0.241846,0.275805,0.000000,-0.338303,-0.782222,0.000000,0.000000,0.014160,0.004395,1.140625
58.7,0.249005,0.321723,0.000000,-1.255205,-1.284724,0.000931,-0.000651,0.017090,0.010742,1.167969
63.7,0.259554,0.166932,0.000000,-2.132504,-1.952404,0.000930,0.000000,-0.001465,0.010254,1.161621
68.7,0.276148,-0.092338,0.000000,-2.680236,-2.404663,0.000000,0.000642,0.006836,0.019531,1.140625
73.7,0.297897,-0.382204,0.000000,-2.857423,-2.684064,0.000000,-0.000635,0.012207,0.013672,1.159180
78.7,0.338132,-0.744607,0.000000,-2.886183,-2.992202,0.000000,-0.000628,-0.001953,0.035645,1.155762
83.7,0.375261,-0.431401,0.000000,-3.012020,-3.278562,0.000000,0.000000,-0.002441,0.035156,1.160156
88.7,0.399722,-0.700311,0.000000,-3.031348,-3.668757,-0.000508,0.000302,0.013672,0.026367,1.155762
93.7,0.424222,-0.533710,0.000000,-2.820944,-3.682534,0.000516,0.000000,0.008789,0.027832,1.138672
98.6,0.443872,-0.328603,0.000000,-2.567961,-3.106336,0.000000,0.000000,0.009766,0.023926,1.131348
103.7,0.462598,-0.375789,0.000000,-2.323810,-2.605870,-0.000927,0.000000,-0.002930,0.021484,1.164062
108.7,0.492578,-0.241508,0.000000,-1.873253,-2.140663,0.000000,0.000000,0.004883,0.032715,1.139648
113.7,0.517227,0.228689,0.000000,-1.493187,-1.541899,0.000000,-0.000340,0.007324,0.020508,1.128906
118.6,0.528096,0.167799,0.000000,-1.210441,-0.736876,0.000000,0.000000,0.007324,0.007324,1.127441
123.7,0.514982,0.316339,0.000000,-0.491306,-0.115571,0.000000,0.000236,0.008789,0.002930,1.124512
128.6,0.506356,0.240880,0.000000,-0.059717,0.033889,0.000000,0.000576,0.002441,0.014648,1.139648
133.7,0.493724,0.075397,0.000000,0.150982,0.084680,0.000000,-0.000576,0.005371,0.007324,1.149414
138.6,0.478400,0.797667,0.000000,0.292747,0.181817,0.000000,-0.000576,0.007812,0.001953,1.127930
143.7,0.467277,0.572494,0.000000,0.549553,0.198056,-0.000541,0.000000,0.001953,-0.000488,1.136719
148.7,0.438186,0.673027,0.000000,1.209351,0.128828,0.000000,0.000000,0.005371,-0.010254,1.146973
153.7,0.420406,0.911248,0.000000,1.457574,0.041458,-0.000927,0.000000,0.011230,-0.012695,1.136719
158.7,0.407059,0.483271,0.000000,1.353739,-0.004614,0.000000,-0.000576,0.002441,-0.006348,1.143555
163.6,0.404311,0.261953,0.000000,0.899992,0.356553,0.000000,0.000000,0.001465,0.000000,1.129395
168.7,0.402737,0.492711,0.000000,0.251698,0.441808,0.000000,0.000000,0.006348,-0.002930,1.133789
173.7,0.401309,0.411279,0.000000,-0.252553,0.563074,0.000531,0.000340,-0.008301,0.010254,1.154785
178.7,0.398737,0.488957,0.000000,-0.394912,0.420099,0.000000,0.000000,0.004395,0.000000,1.150391
183.7,0.400149,0.190254,0.000000,-0.286906,0.088932,0.000000,0.000000,-0.001953,0.006348,1.150391
188.7,0.407190,0.494172,0.000000,-0.118216,-0.123835,0.000000,0.000000,0.007812,0.015137,1.153809
193.6,0.415465,0.533658,0.000000,0.009048,-0.181513,0.000000,0.000000,0.003906,0.013672,1.156250
198.7,0.431107,0.491416,0.000000,0.066326,-0.109771,0.000531,0.000580,0.008789,0.014160,1.146484
203.6,0.434185,0.302159,0.000000,0.063618,-0.039598,0.000531,0.000000,0.010742,-0.007812,1.128906
208.7,0.438534,0.442565,0.000000,0.040493,-0.001948,0.000000,0.000000,0.007324,0.003906,1.141113
213.7,0.441979,0.329134,0.000000,-0.003612,0.025468,0.000000,0.000000,0.013672,0.006348,1.137695
218.7,0.449926,0.099903,0.000000,-0.025549,0.019641,0.000531,0.000000,0.009766,-0.001465,1.146484
223.7,0.458577,0.375324,0.000000,-0.022166,0.008607,0.000000,0.000000,0.002441,0.011719,1.138672
228.7,0.468399,0.576469,0.000000,0.074058,-0.000577,0.000000,0.000000,0.008301,0.002441,1.134766
234.7,0.478037,0.442249,0.000000,0.462073,-0.008137,0.000529,-0.000580,0.000488,0.008789,1.153320
238.6,0.487431,0.269223,0.000000,0.376655,0.021447,0.000000,0.000580,0.000000,0.020996,1.145996
243.7,0.498799,0.457530,0.000000,0.468208,0.010211,0.000000,-0.000340,0.005371,0.019043,1.140625
248.7,0.501783,0.405501,0.000000,0.374579,-0.014518,0.000000,0.000000,0.005371,0.010742,1.166016
253.7,0.507279,0.342277,0.000000,0.085143,-0.009762,0.000000,0.000580,0.003906,0.008789,1.135254
258.7,0.521474,0.153691,0.000000,-0.122366,0.165705,-0.000527,0.000000,0.010742,0.012695,1.138184
263.7,0.528379,0.297962,0.000000,-0.165682,0.473588,0.000000,-0.000338,0.011719,0.020508,1.140625
268.7,0.540062,0.258822,0.000000,-0.106672,0.325035,0.000000,-0.000920,0.000000,0.013184,1.159668
273.7,0.556834,-0.169491,0.000000,-0.023625,0.059745,0.000000,-0.000338,0.008301,0.022461,1.149414
278.7,0.571817,-0.119116,0.000000,0.009641,-0.111395,-0.000928,0.000000,0.000000,0.025391,1.135254
283.7,0.597949,0.121023,0.000000,-0.001049,-0.126361,-0.000527,0.000000,0.002930,0.040039,1.175293
288.6,0.634559,0.216610,0.000000,0.002019,-0.067782,0.000000,0.000000,-0.002930,0.041992,1.160645
293.6,0.672432,0.275333,0.000000,0.021839,0.418579,-0.000527,0.000335,0.006348,0.027344,1.149902
298.6,0.693292,0.272676,0.000000,0.022748,0.847147,0.000000,-0.000586,-0.000488,0.012695,1.138184
303.7,0.704044,0.300843,0.000000,0.175370,1.070245,0.000000,0.000000,0.011230,0.015137,1.122559
308.7,0.707929,0.373135,0.000000,0.820165,1.245869,-0.000928,-0.001184,-0.006836,0.017090,1.151855
313.7,0.710134,-0.029774,0.000000,1.433456,1.334726,0.000000,0.000000,0.011230,0.022461,1.122070
318.7,0.711397,0.495974,0.000000,1.863190,1.544517,0.000000,-0.000599,0.001465,0.007812,1.148926
323.7,0.704789,0.279245,0.000000,1.812922,1.894420,0.000000,0.000310,0.005371,0.004883,1.139160
328.7,0.698112,0.344743,0.000000,1.641165,2.055394,0.000000,0.000000,0.002930,-0.004395,1.137695
333.7,0.704030,0.274787,0.000000,1.505062,2.255053,0.000000,0.000000,-0.007324,0.012207,1.136230
338.7,0.704883,0.190703,0.000000,1.472868,2.294909,0.000000,0.000620,0.005371,0.012695,1.160156
343.7,0.711031,-0.288332,0.000000,1.200561,2.034535,0.000000,0.000624,0.009766,0.027832,1.171387
348.6,0.712772,-0.383008,0.000000,0.439648,1.445352,0.000000,0.000000,0.005859,0.019043,1.145996
353.7,0.693238,-0.474484,0.000000,0.126553,0.632304,0.000000,0.000974,0.001465,0.003418,1.158691
358.7,0.644827,-0.894647,0.000000,-0.172198,-0.230833,0.000000,0.000000,-0.000488,-0.008301,1.155273
363.7,0.592672,-0.907139,0.000000,-0.300784,-0.621416,-0.000493,0.000628,0.006348,-0.003906,1.146484
368.7,0.517945,-0.889994,0.000000,-0.242638,-0.564612,0.000000,0.000000,0.004883,-0.032715,1.157715
373.6,0.424755,-0.486760,0.000000,-0.125913,-0.288788,-0.000930,0.000000,0.001953,-0.045410,1.107910
378.7,0.335536,-0.225038,0.000000,-0.004381,-0.046642,-0.000930,0.000000,0.003418,-0.041992,1.165527
383.7,0.252869,-0.229169,0.000000,-0.134701,0.069639,0.000496,0.000000,0.009766,-0.022461,1.132324
388.7,0.175162,-0.608110,0.000000,-0.512147,0.080473,0.000000,0.000000,0.022949,-0.039551,1.142090
393.7,0.081138,-0.042249,0.000000,-1.199145,0.042260,0.000000,-0.000281,-0.027832,-0.058594,1.119141
398.7,-0.030718,0.192237,0.000000,-1.792918,0.009265,-0.000506,0.000000,-0.049805,-0.061523,1.080078
403.7,-0.135802,0.624456,0.000000,-2.313322,0.164243,-0.000512,0.000000,0.009766,-0.059082,1.139160
408.7,-0.228050,1.164014,0.000000,-2.445032,1.312989,0.000000,0.000000,0.053223,-0.053711,1.115234
413.7,-0.322916,1.361670,0.000000,-2.146798,2.968876,0.000000,-0.000260,-0.009766,-0.062500,1.052734
418.7,-0.409310,1.965207,0.000000,-1.777198,4.364967,0.000527,0.000000,-0.029297,-0.052246,1.132812
423.6,-0.471665,2.338127,0.000000,-1.041376,4.997101,0.000000,0.000000,0.024902,-0.050781,1.134766
428.7,-0.530277,2.721378,0.000000,-0.371605,5.188145,0.000000,0.000000,0.017578,-0.045410,1.100586
433.7,-0.581997,3.050595,0.000000,0.268314,5.349687,0.000000,-0.000686,-0.007324,-0.058105,1.102539
438.7,-0.613120,3.481106,0.000000,0.535357,5.554410,0.000000,0.000000,-0.012695,-0.039551,1.138672
443.7,-0.635559,3.882512,0.000000,0.447588,5.651410,0.000000,-0.000711,0.014648,-0.034668,1.095703
448.6,-0.646428,4.145280,0.000000,0.196694,6.113501,-0.000529,0.000145,0.012695,-0.023926,1.125000
453.6,-0.643593,4.439508,0.000000,0.099483,6.103999,0.000000,0.000000,0.002441,-0.016113,1.146973
458.7,-0.635175,4.823133,0.000000,0.570534,6.063077,0.000000,0.000000,0.005859,-0.020508,1.117676
463.7,-0.617841,5.362548,0.000000,1.326549,5.875235,0.000000,-0.000678,0.011719,-0.017090,1.127930
468.7,-0.589482,5.715202,0.000000,1.767168,6.121752,0.000000,-0.000771,0.006836,0.001953,1.116699
473.8,-0.557992,5.772692,0.000000,1.676697,6.334369,0.000000,0.000785,-0.000977,-0.002930,1.115234
478.7,-0.512680,6.113458,0.000000,1.573855,6.738439,0.000510,0.000000,0.006836,0.005859,1.148926
483.7,-0.453443,6.759952,0.000000,1.659413,7.231153,0.000000,-0.000809,0.010254,0.015137,1.110352
488.6,-0.391793,7.384432,0.000000,2.021571,7.595817,0.000000,-0.000000,0.016602,0.011230,1.104492
493.7,-0.312474,7.982737,0.000000,2.832116,7.588026,0.000000,-0.000000,-0.005859,0.020996,1.129395
498.7,-0.220039,8.549402,0.000000,3.434322,7.849736,0.000000,-0.000000,0.012207,0.026367,1.125488
503.7,-0.113131,9.139144,0.000000,4.228344,8.222189,-0.000931,-0.000000,0.007812,0.038574,1.150391
508.7,-0.000401,9.754913,0.000000,5.159589,9.104965,-0.000450,0.000146,0.009277,0.044922,1.119629
513.7,0.116472,10.577668,0.000000,6.286464,10.216218,-0.001360,-0.000880,0.012695,0.031738,1.091309
518.6,0.259865,11.416163,0.000000,7.490787,10.617387,-0.000408,-0.000212,0.003906,0.041992,1.073730
523.6,0.416479,12.259024,0.000000,8.763039,11.336996,0.000000,0.000901,0.004395,0.049316,1.084961
528.6,0.593443,13.230320,0.000000,10.473780,11.962907,-0.000347,-0.000000,0.005371,0.076660,1.113770
533.7,0.779983,14.451877,0.000000,12.056741,12.752041,-0.000309,0.000918,0.000977,0.081543,1.135254
538.6,0.981445,15.282531,0.000000,13.570887,13.635490,-0.000266,0.000925,0.004883,0.092773,1.075684
543.7,1.196471,16.117620,0.000000,15.137661,14.667624,0.000000,-0.000000,0.014648,0.090820,1.049805
548.7,1.431244,17.437571,0.000000,17.006351,15.769127,-0.000874,-0.000931,0.019531,0.110840,1.067383
553.6,1.690852,18.974287,0.000000,18.892544,16.774330,0.000000,-0.001444,0.003418,0.116699,1.051270
558.8,1.969739,19.833542,0.000000,20.860495,18.053331,0.000000,-0.000000,0.002930,0.142090,1.042480
563.7,2.261885,21.540037,0.000000,22.911846,19.840731,0.000000,0.001530,-0.005859,0.147461,1.026855
568.6,2.569562,23.287121,0.000000,25.200682,22.049889,0.000000,0.001785,-0.007812,0.158203,1.133789
573.7,2.926220,24.702120,0.000000,26.962551,24.640505,-0.000670,-0.000000,0.004395,0.159180,0.974609
578.7,3.290524,25.767408,0.000000,28.868608,26.228695,-0.000635,-0.000000,0.015625,0.187012,0.993652
584.7,3.678837,27.216356,0.000000,30.445732,27.093010,0.000000,-0.000034,0.015625,0.193359,1.042480
588.6,4.094459,28.738876,0.000000,31.897615,27.215412,0.000000,-0.000000,-0.000977,0.227051,1.006348
593.7,4.546047,30.696274,0.000000,33.687565,27.637796,0.000594,0.000675,0.008301,0.229980,0.951172
598.6,5.017968,32.994648,0.000000,35.421127,29.264425,0.000000,-0.000916,-0.005371,0.231934,0.947266
603.6,5.534129,35.351055,0.000000,37.605656,32.158096,0.000000,-0.000000,-0.007324,0.252441,0.921387
608.7,6.081599,38.358276,0.000000,41.670170,37.047840,-0.000000,-0.000536,-0.018066,0.256836,0.896484
613.7,6.700716,41.199070,0.000000,45.913799,42.211288,-0.000000,0.000000,0.008789,0.275391,0.851562
618.7,7.368198,44.103378,0.000000,49.765282,47.060440,-0.000380,0.000103,-0.003418,0.322754,0.891602
623.7,8.077454,46.709480,0.000000,53.057583,50.787548,0.000927,-0.000838,0.008301,0.340332,0.813477
628.7,8.872663,50.427742,0.000000,56.715893,54.400436,-0.000679,-0.001146,0.004883,0.341309,0.806152
633.7,9.685207,53.321976,0.000000,60.066944,57.585052,-0.000800,-0.000503,-0.005371,0.352051,0.666504
638.7,10.624025,57.095982,0.000000,64.420242,61.436035,-0.000212,-0.000916,0.000000,0.412598,0.697754
643.7,11.785935,62.966476,0.000000,69.844368,66.960182,-0.000930,-0.000758,-0.010742,0.441406,0.553711
648.6,13.002008,67.476707,0.000000,75.622055,73.418289,-0.000644,-0.000875,-0.013672,0.443848,0.702148
653.6,14.290181,71.485802,0.000000,81.685768,80.553429,-0.000811,-0.000507,-0.015625,0.466309,0.453613
658.7,15.746306,77.134506,0.000000,87.184380,87.875000,-0.000303,0.000425,-0.035645,0.494629,0.425781
663.7,17.309479,82.905975,0.000000,92.963043,94.465836,-0.000921,0.000000,-0.017578,0.535645,0.455078
668.6,19.115477,88.303726,0.000000,98.876740,99.777596,-0.000795,-0.000927,0.001953,0.577148,0.372070
673.7,21.108183,94.832138,0.000000,104.318398,103.784843,-0.000917,-0.000893,0.012207,0.609863,0.241699
678.7,23.234457,100.158646,0.000000,110.466644,107.659264,-0.001810,0.000000,-0.020508,0.662598,0.208984
683.7,25.623615,107.287888,0.000000,116.362137,111.664154,0.000000,0.000000,-0.000488,0.688477,0.237793
688.6,28.011969,121.530235,0.000000,121.607742,115.936325,-0.001357,0.000000,-0.071777,0.726562,0.137207
693.7,31.013559,123.460251,0.000000,126.743179,120.508759,-0.000012,-0.000674,-0.013672,0.749023,-0.268555
699.6,33.966476,129.774445,0.000000,131.833664,125.303154,0.000000,0.000203,-0.017578,0.781250,-0.071289
703.7,36.987766,130.116135,0.000000,136.569946,129.188736,0.000000,0.001335,-0.011230,0.883789,-0.311523
708.7,40.236389,144.613251,0.000000,140.834351,132.807373,-0.000000,-0.000619,-0.036133,0.929688,-0.032715
713.7,43.289097,152.556473,0.000000,142.771820,135.405746,-0.000000,-0.000873,-0.041992,0.989258,-0.121582
718.7,46.846722,181.530136,0.000000,144.513962,137.115234,-0.000000,-0.001270,0.027832,1.298828,-1.672363
723.6,50.222485,128.870667,0.000000,144.327789,137.026276,0.000982,0.000094,0.353027,1.903809,-0.331543
728.7,49.976341,-116.742706,0.000000,135.204849,125.549629,0.015403,0.009617,3.999878,-3.834473,-4.000000
733.7,47.368073,-204.006454,0.000000,32.092903,22.808140,0.002370,0.001687,-1.866699,2.590820,2.946777
738.6,48.280674,-89.111649,0.000000,-86.276405,-93.830276,0.000662,0.001710,-0.963867,0.268555,2.131348
743.7,49.846516,5.900372,0.000000,-129.569092,-139.559250,-0.000403,0.000000,0.149414,0.401855,0.324219
748.6,52.243462,32.454651,0.000000,-115.243942,-126.271568,-0.000545,0.000498,-0.248535,0.473633,0.280273
753.7,53.887333,44.804623,0.000000,-75.467682,-88.126175,-0.000904,-0.000249,0.126465,0.839844,0.577148
758.7,55.150753,55.656219,0.000000,-31.632946,-53.234043,-0.000000,-0.001488,0.040039,-0.099121,-0.104492
763.6,55.965275,55.360958,0.000000,-1.393427,-29.066643,-0.000719,-0.001634,-0.119629,0.251953,0.026855
768.7,57.944088,67.014435,0.000000,7.960265,-20.417042,-0.000000,-0.000864,-0.000488,0.862305,-0.295410
773.7,59.518993,73.057938,0.000000,9.394502,-15.618574,-0.001718,-0.000691,0.077637,0.468262,0.118652
778.6,61.343903,76.536278,0.000000,11.231679,-10.490425,-0.000000,0.000000,-0.010254,0.680664,-0.125977
783.7,63.108566,84.083984,0.000000,13.401763,-7.444587,-0.002278,-0.001189,-0.117188,0.946777,0.079590
788.7,64.311661,85.859940,0.000000,18.730371,-2.619303,-0.000000,0.000000,0.125000,0.936035,0.058105
793.6,65.030670,76.120575,0.000000,22.975565,-0.242578,0.000913,0.001511,0.286621,3.999878,0.579590
798.7,66.255257,67.574486,0.000000,14.976173,-11.146774,0.000910,0.000929,0.643555,0.317871,-0.525879
803.6,68.041077,69.349205,0.000000,-2.382939,-29.931179,-0.000000,0.000415,-0.019531,0.353516,-0.506836
808.7,68.400948,68.923233,0.000000,-14.799075,-42.760330,-0.000000,0.000914,-0.276855,0.737793,-0.201660
813.7,68.962341,63.323494,0.000000,-18.400887,-45.644650,0.001572,0.000186,-0.314941,1.950195,0.831543
818.7,70.238327,65.739166,0.000000,-17.601360,-41.883595,-0.000710,0.000760,0.226074,0.839844,-0.350098
823.7,71.854568,71.303574,0.000000,-12.133952,-30.883644,-0.000872,-0.001602,0.080566,0.622559,0.057129
828.7,73.149239,76.178833,0.000000,-3.206444,-18.070221,-0.000000,0.000782,-0.059082,0.797852,0.017578
833.7,74.321922,79.523239,0.000000,3.688135,-7.731294,-0.000875,-0.000000,-0.070801,0.833984,0.007324
838.7,75.055191,78.639969,0.000000,9.349623,-0.607692,-0.000000,-0.000000,-0.000977,1.376953,0.273926
843.7,75.592445,74.235741,0.000000,10.460519,0.257756,0.000196,-0.000000,0.008789,1.012695,0.292969
848.6,76.298813,75.722298,0.000000,6.025803,-4.047137,-0.000000,-0.000000,-0.186523,0.943848,-0.045898
853.7,77.290031,77.637413,0.000000,1.575295,-6.804109,-0.000683,-0.000000,0.040527,1.004883,-0.016113
858.7,77.901047,76.740044,0.000000,0.701121,-5.518478,-0.000000,-0.000000,-0.032715,1.062988,0.124023
863.6,78.554657,76.751122,0.000000,0.909331,-2.264487,-0.000000,-0.000000,-0.080078,1.007812,0.071289
868.7,79.180962,76.891670,0.000000,0.625427,0.578366,-0.000000,-0.000884,-0.020996,1.024902,0.100098
873.7,79.713364,76.629608,0.000000,0.190626,2.032034,-0.000000,0.000883,-0.023438,0.988281,0.125000
878.7,80.268005,77.487274,0.000000,0.012670,3.340724,-0.000000,-0.000000,-0.005371,0.995605,0.079590
883.7,80.711700,77.685371,0.000000,-0.042226,4.656076,-0.000000,-0.000000,-0.010254,1.000000,0.158691
888.7,81.093925,77.365021,0.000000,0.344687,4.991215,-0.000000,-0.000000,-0.004395,0.982422,0.142090
893.7,81.509010,77.746117,0.000000,0.928786,4.130305,-0.000000,0.000869,-0.000488,1.009277,0.132812
898.7,81.886581,77.701385,0.000000,1.264077,2.707843,-0.000000,-0.000000,-0.003418,0.983398,0.150391
903.7,82.265282,77.688156,0.000000,1.623109,1.416633,-0.000000,0.000730,-0.002930,1.006836,0.115234
908.7,82.577362,77.789093,0.000000,1.669289,0.454576,-0.000000,0.000132,-0.002930,1.012207,0.168457
913.7,82.861519,77.493896,0.000000,1.457568,-0.003935,0.000652,-0.000000,-0.022461,0.976562,0.131836
918.7,83.173653,77.581131,0.000000,0.740863,-0.108072,-0.000000,0.001725,-0.010742,0.983887,0.120605
923.7,83.488770,77.496292,0.000000,0.283677,-0.257949,-0.000000,0.001596,-0.015625,1.013672,0.185547
928.7,83.818314,77.531532,0.000000,-0.135421,-0.312038,0.000398,0.000733,-0.016113,0.991211,0.131348
933.7,84.148781,77.445091,0.000000,-0.340135,-0.223693,0.000650,-0.000000,0.001953,1.006348,0.128418
938.7,84.482536,77.250908,0.000000,-0.312155,-0.084865,-0.000000,-0.000000,-0.025391,1.002930,0.115234
943.6,84.823570,77.250031,0.000000,-0.180078,0.008328,-0.000000,0.000863,-0.015625,1.002930,0.123047
948.7,85.100739,76.911209,0.000000,-0.040905,0.038274,-0.000000,-0.000000,-0.015625,1.005371,0.141113
953.7,85.413490,76.874504,0.000000,0.046493,0.040699,-0.000000,-0.000000,-0.014160,1.011230,0.122559
958.7,85.660339,76.649612,0.000000,0.066579,0.034942,-0.000650,0.000733,-0.007812,0.979492,0.126465
963.7,85.896255,76.220284,0.000000,0.020025,0.007955,-0.000650,-0.000129,-0.014648,1.023438,0.181152
968.6,86.137268,76.469261,0.000000,-0.014560,-0.008788,-0.000000,0.000863,-0.000977,0.984375,0.135742
973.7,86.359695,76.083961,0.000000,-0.014467,-0.007333,0.000650,-0.000129,-0.006836,0.985352,0.110840
978.7,86.554688,75.747398,0.000000,-0.019263,0.010286,-0.000000,-0.000000,-0.014160,0.990723,0.145020
983.7,86.749237,75.555466,0.000000,-0.007085,-0.001418,-0.000000,-0.000733,-0.011230,1.000000,0.149414
988.7,86.967842,75.391151,0.000000,0.001418,-0.039015,-0.000650,-0.000000,-0.021484,1.010742,0.134277
993.7,87.187279,75.153275,0.000000,0.005396,-0.030954,-0.000000,-0.000000,-0.021484,1.003418,0.147461
998.6,87.371445,75.059975,0.000000,0.008282,-0.014825,-0.000000,-0.000000,-0.015625,0.987793,0.132812
1003.7,87.550903,74.427704,0.000000,0.016551,0.022929,-0.000000,0.000863,-0.018555,1.002930,0.139648
1008.7,87.690483,74.306404,0.000000,0.004969,0.050655,-0.000000,-0.000000,-0.028320,1.008301,0.160156
1013.7,87.840347,74.217209,0.000000,0.008683,0.010984,0.000650,0.000863,-0.020020,1.008301,0.143066
1018.7,88.017296,73.740372,0.000000,0.000009,-0.013833,-0.000000,-0.000000,-0.022461,1.009766,0.155273
1023.7,88.175201,73.330704,0.000000,-0.006729,-0.024840,0.000902,0.000863,-0.012695,0.985840,0.135254
1028.7,88.330727,73.422523,0.000000,-0.011471,-0.014749,-0.000000,-0.000000,-0.016113,1.014160,0.150391
1033.7,88.453094,72.654884,0.000000,-0.009621,-0.001863,-0.000000,0.000733,-0.017090,0.998047,0.145508
1038.7,88.593140,72.349495,0.000000,-0.009743,0.008404,-0.000000,-0.000733,-0.010742,0.999512,0.151367
1043.7,88.710716,72.366203,0.000000,-0.011631,0.000001,-0.000000,-0.000863,-0.003418,0.990723,0.152832
1049.6,88.830597,71.716705,0.000000,0.002640,-0.011799,-0.000000,-0.000000,-0.021484,1.006348,0.135742
1053.7,88.933853,71.351768,0.000000,0.012865,0.017144,-0.000000,0.000863,-0.011719,1.000000,0.142578
1058.7,89.022507,70.839943,0.000000,0.012484,0.022156,-0.000000,0.000863,-0.014160,0.994141,0.147949
1063.7,89.146942,70.661789,0.000000,0.000978,-0.017856,-0.000902,-0.001467,-0.008789,1.000488,0.125000
