t_ms,M1_speed_ref,M1_speed_fb,M1_iq_ref,M1_iq,M1_mech_angle,M2_speed_ref,M2_speed_fb,M2_iq_ref,M2_iq,M2_mech_angle
0.0,0.000000,0.008935,0.000000,-0.000575,0.159534,-0.000014,0.012685,-0.022923,-0.023293,3.141593
5.0,0.000000,-0.004962,0.000000,0.000000,0.159534,-0.000100,0.020775,-0.023312,-0.023740,3.141593
10.0,0.000000,-0.001260,0.000000,-0.000575,0.159534,0.000057,0.000309,-0.022365,-0.021880,3.141593
15.0,0.000000,-0.002980,0.000000,-0.000575,0.159534,0.000000,0.004345,-0.022552,-0.022810,3.141593
20.0,0.000000,-0.003947,0.000000,0.000000,0.159534,-0.000043,-0.001272,-0.022314,-0.022810,3.141593
25.0,0.000000,0.002586,0.000000,0.000000,0.159534,0.000043,-0.004073,-0.022150,-0.022810,3.141593
30.0,0.000000,-0.007759,0.000000,0.000000,0.159534,0.000014,-0.004188,-0.022130,-0.022810,3.141593
35.0,0.000000,-0.006498,0.000000,0.000000,0.159534,-0.000057,0.002567,-0.022441,-0.021880,3.141593
40.0,0.000000,0.004468,0.000000,0.000000,0.159534,-0.000043,0.003013,-0.022477,-0.022810,3.141593
45.0,0.000000,0.008908,0.000000,0.000000,0.159534,0.000086,0.015186,-0.022977,-0.022810,3.141593
50.0,0.000000,0.007289,0.000000,0.000575,0.159534,-0.000057,-0.004180,-0.022156,-0.021397,3.141593
55.0,0.000000,0.018139,0.000000,0.000000,0.159534,-0.000072,0.014897,-0.023043,-0.024187,3.141593
60.0,0.000000,-0.014577,0.000000,0.000000,0.159534,-0.000057,-0.002721,-0.022287,-0.022810,3.141593
65.0,0.000000,-0.012618,0.000000,0.000000,0.159534,-0.000014,0.011636,-0.022908,-0.022810,3.141593
70.0,0.000000,-0.002927,0.000000,0.000000,0.159534,0.000100,-0.007197,-0.022027,-0.020913,3.141593
75.0,0.000000,0.003954,0.000000,0.000000,0.159534,-0.000014,-0.007438,-0.022059,-0.021880,3.141593
80.0,0.000000,0.017527,0.000000,0.000000,0.159534,0.000014,0.000875,-0.022416,-0.022327,3.141593
85.0,0.000000,0.003843,0.000000,0.000000,0.159534,-0.000043,-0.005392,-0.022153,-0.021397,3.141593
90.0,0.000000,-0.005455,0.000000,0.000000,0.159534,0.000014,-0.006247,-0.022111,-0.022810,3.141593
95.0,0.000000,-0.006303,0.000000,0.000000,0.159534,0.000057,-0.002413,-0.022253,-0.021880,3.141593
100.0,0.000000,-0.010827,0.000000,0.000000,0.159534,-0.000043,-0.002859,-0.022268,-0.022810,3.141593
105.0,0.000000,-0.002394,0.000000,0.000000,0.159534,0.000143,-0.003133,-0.022170,-0.021880,3.141593
110.0,0.000000,-0.002010,0.000000,-0.000921,0.159534,-0.000014,0.002107,-0.022437,-0.021397,3.141593
115.0,0.000000,-0.002902,0.000000,-0.000347,0.159534,-0.000057,-0.006178,-0.022103,-0.021880,3.141593
120.0,0.000000,-0.002869,0.000000,0.000347,0.159534,-0.000086,-0.002298,-0.022316,-0.022810,3.141593
125.0,0.000000,0.008853,0.000000,0.000000,0.159534,0.000057,0.015263,-0.023041,-0.023740,3.141593
130.0,0.000000,0.019718,0.000000,0.000575,0.159534,0.000043,-0.002891,-0.022225,-0.021397,3.141593
135.0,0.000000,0.011849,0.000000,0.000347,0.159534,-0.000057,0.018857,-0.023224,-0.022327,3.141593
140.0,0.000000,-0.004774,0.000000,0.000347,0.159534,-0.000014,-0.007366,-0.022085,-0.021880,3.141593
145.0,0.000000,-0.015346,0.000000,0.000347,0.159534,0.000129,-0.005220,-0.022130,-0.021397,3.141593
150.0,0.000000,-0.019050,0.000000,0.000000,0.159534,0.000014,0.004795,-0.022591,-0.022810,3.141593
155.0,0.000000,-0.010539,0.000000,0.000000,0.159534,0.000014,-0.016765,-0.021646,-0.020430,3.141593
160.0,0.000000,0.009190,0.000000,0.000000,0.159534,0.000014,0.000551,-0.022412,-0.022327,3.141593
165.0,0.000000,0.013976,0.000000,0.000000,0.159534,0.000043,-0.010947,-0.021883,-0.021880,3.141593
170.0,0.000000,-0.000828,0.000000,0.000000,0.159534,0.000057,-0.012546,-0.021791,-0.022810,3.141593
175.0,0.000000,-0.006370,0.000000,0.000000,0.159534,-0.000086,-0.000710,-0.022343,-0.022810,3.141593
180.0,0.000000,-0.013719,0.000000,0.000000,0.159534,0.000043,-0.019727,-0.021468,-0.021397,3.141593
185.0,0.000000,-0.006706,0.000000,0.000000,0.159534,0.000014,0.001300,-0.022397,-0.021880,3.141593
190.0,0.000000,0.004103,0.000000,0.000000,0.159534,0.000043,-0.002661,-0.022213,-0.021880,3.141593
195.0,0.000000,0.008173,0.000000,0.000000,0.159534,0.000014,-0.008332,-0.021981,-0.020913,3.141593
