t_ms,speed_fb,iq,speed_ref
58.0,50.089661,0.035540,50.000000,0.000775
59.0,50.690735,0.023473,50.000000,0.000541
60.0,51.797867,0.015495,50.000000,0.000126
61.0,52.170387,-0.000315,50.000000,-0.000033
62.0,52.848705,-0.007019,50.000000,-0.000309
63.0,52.806812,-0.017013,50.000000,-0.000328
64.0,51.690571,-0.019080,50.000000,0.000031
65.0,51.136555,-0.000428,50.000000,0.000229
66.0,50.860455,0.004652,50.000000,0.000311
67.0,50.105091,0.010718,50.000000,0.000582
68.0,49.264786,0.020947,50.000000,0.000889
69.0,48.587887,0.034579,50.000000,0.001153
70.0,48.105125,0.044557,50.000000,0.001350
71.0,47.808594,0.050889,50.000000,0.001480
72.0,47.675922,0.056665,50.000000,0.001558
73.0,48.348022,0.057939,50.000000,0.001340
74.0,48.526646,0.049176,50.000000,0.001292
75.0,49.156487,0.046076,50.000000,0.001074
76.0,49.883675,0.038512,50.000000,0.000821
77.0,50.459106,0.026054,50.000000,0.000602
78.0,51.608253,0.018673,50.000000,0.000177
79.0,51.998875,-0.000832,50.000000,-0.000001
80.0,52.009098,-0.005650,50.000000,-0.000035
81.0,51.844936,-0.005633,50.000000,-0.000000
82.0,51.618603,-0.004097,50.000000,0.000055
83.0,51.440128,-0.000760,50.000000,0.000104
84.0,51.305309,0.000124,50.000000,0.000138
85.0,51.974934,0.004050,50.000000,-0.000107
86.0,51.395195,-0.005807,50.000000,0.000090
87.0,51.093147,0.002459,50.000000,0.000190
88.0,50.990326,0.006063,50.000000,0.000224
89.0,50.979828,0.006085,50.000000,0.000219
90.0,50.326149,0.008527,50.000000,0.000459
91.0,50.222397,0.017384,50.000000,0.000505
92.0,50.367348,0.018138,50.000000,0.000452
93.0,50.633953,0.017745,50.000000,0.000363
94.0,50.851463,0.011164,50.000000,0.000275
95.0,51.052307,0.009782,50.000000,0.000204
96.0,50.424019,0.005152,50.000000,0.000417
97.0,50.341320,0.015506,50.000000,0.000457
98.0,49.764713,0.018305,50.000000,0.000673
99.0,49.794968,0.024067,50.000000,0.000667
100.0,49.393574,0.024972,50.000000,0.000822
101.0,49.607391,0.031366,50.000000,0.000761
102.0,50.038269,0.027494,50.000000,0.000615
103.0,50.476097,0.021263,50.000000,0.000458
104.0,50.836349,0.015645,50.000000,0.000328
105.0,51.072178,0.009836,50.000000,0.000235
106.0,50.481163,0.006607,50.000000,0.000439
107.0,50.363930,0.014535,50.000000,0.000478
108.0,50.499195,0.016958,50.000000,0.000432
109.0,50.696278,0.013696,50.000000,0.000355
110.0,50.908600,0.012096,50.000000,0.000278
111.0,50.329777,0.007341,50.000000,0.000478
112.0,50.235958,0.015696,50.000000,0.000503
113.0,49.688721,0.018229,50.000000,0.000704
114.0,49.036186,0.026030,50.000000,0.000948
115.0,49.214642,0.036432,50.000000,0.000904
116.0,48.977203,0.033065,50.000000,0.001000
117.0,48.616730,0.037172,50.000000,0.001144
118.0,48.279388,0.042641,50.000000,0.001286
119.0,48.738022,0.047881,50.000000,0.001140
120.0,48.730812,0.041786,50.000000,0.001154
121.0,48.512859,0.041601,50.000000,0.001242
122.0,48.242985,0.044688,50.000000,0.001349
123.0,48.013966,0.049338,50.000000,0.001447
124.0,47.848469,0.053060,50.000000,0.001524
125.0,48.469540,0.055415,50.000000,0.001316
126.0,49.311058,0.046385,50.000000,0.001019
127.0,50.062828,0.033277,50.000000,0.000739
128.0,50.623909,0.021640,50.000000,0.000520
129.0,51.723450,0.014611,50.000000,0.000107
130.0,52.096344,-0.001805,50.000000,-0.000057
131.0,52.798508,-0.007596,50.000000,-0.000340
132.0,53.503613,-0.018996,50.000000,-0.000629
133.0,53.330051,-0.029382,50.000000,-0.000609
134.0,53.542881,-0.026902,50.000000,-0.000717
135.0,53.137859,-0.031513,50.000000,-0.000609
136.0,52.557949,-0.025762,50.000000,-0.000426
137.0,52.752739,-0.017725,50.000000,-0.000513
138.0,52.535973,-0.020940,50.000000,-0.000448
139.0,52.908726,-0.016980,50.000000,-0.000590
140.0,52.736248,-0.022734,50.000000,-0.000541
141.0,52.357796,-0.020130,50.000000,-0.000413
142.0,51.976227,-0.014944,50.000000,-0.000275
143.0,51.622810,-0.011827,50.000000,-0.000161
144.0,50.668839,-0.005810,50.000000,0.000181
145.0,49.665314,0.010064,50.000000,0.000562
146.0,49.548100,0.023758,50.000000,0.000628
147.0,49.850021,0.024985,50.000000,0.000538
148.0,49.549610,0.022000,50.000000,0.000657
149.0,49.807587,0.027556,50.000000,0.000593
150.0,49.477730,0.023237,50.000000,0.000722
151.0,48.978558,0.030705,50.000000,0.000918
152.0,48.500671,0.035350,50.000000,0.001110
153.0,48.866295,0.043433,50.000000,0.001004
154.0,48.777718,0.036973,50.000000,0.001045
155.0,49.252792,0.038455,50.000000,0.000888
156.0,49.143604,0.031676,50.000000,0.000933
157.0,48.796425,0.033524,50.000000,0.001065
158.0,48.401562,0.036905,50.000000,0.001213
159.0,48.810097,0.044030,50.000000,0.001078
160.0,48.754326,0.037805,50.000000,0.001101
161.0,48.523048,0.040098,50.000000,0.001196
162.0,48.230782,0.043136,50.000000,0.001307
163.0,47.989723,0.047069,50.000000,0.001404
164.0,47.820801,0.051772,50.000000,0.001479
165.0,48.441204,0.053218,50.000000,0.001268
166.0,49.298866,0.045127,50.000000,0.000967
167.0,49.337978,0.031492,50.000000,0.000947
168.0,49.002583,0.031448,50.000000,0.001061
169.0,50.045902,0.037253,50.000000,0.000690
170.0,49.998512,0.021271,50.000000,0.000689
171.0,50.229412,0.021279,50.000000,0.000597
172.0,49.817665,0.019889,50.000000,0.000741
173.0,49.898960,0.024140,50.000000,0.000704
174.0,50.223030,0.024389,50.000000,0.000588
175.0,50.529106,0.016446,50.000000,0.000457
176.0,50.101288,0.014624,50.000000,0.000605
177.0,50.137020,0.020517,50.000000,0.000590
178.0,50.345612,0.017752,50.000000,0.000501
179.0,50.619171,0.015374,50.000000,0.000392
180.0,50.895298,0.014428,50.000000,0.000296
181.0,51.796425,0.008370,50.000000,-0.000041
182.0,52.071999,-0.005569,50.000000,-0.000162
183.0,52.025063,-0.008875,50.000000,-0.000163
184.0,51.840279,-0.008177,50.000000,-0.000111
185.0,51.613979,-0.007009,50.000000,-0.000047
186.0,51.429127,-0.003077,50.000000,0.000007
187.0,52.042179,-0.000899,50.000000,-0.000220
188.0,52.149097,-0.010049,50.000000,-0.000272
189.0,52.742535,-0.012309,50.000000,-0.000496
190.0,52.708363,-0.019541,50.000000,-0.000497
191.0,52.358681,-0.021882,50.000000,-0.000397
192.0,52.696712,-0.016979,50.000000,-0.000536
193.0,52.560276,-0.020884,50.000000,-0.000501
194.0,52.947884,-0.020150,50.000000,-0.000656
195.0,52.782143,-0.025019,50.000000,-0.000609
196.0,52.384640,-0.023561,50.000000,-0.000480
197.0,51.997421,-0.016337,50.000000,-0.000340
198.0,51.663822,-0.012008,50.000000,-0.000222
199.0,51.426796,-0.008085,50.000000,-0.000139
200.0,51.298740,-0.004027,50.000000,-0.000089
201.0,51.235470,-0.002454,50.000000,-0.000063
202.0,51.233212,-0.000626,50.000000,-0.000052
203.0,51.232098,-0.001516,50.000000,-0.000050
204.0,51.235901,-0.001843,50.000000,-0.000052
205.0,51.249100,-0.001470,50.000000,-0.000055
206.0,51.257057,-0.002373,50.000000,-0.000058
207.0,51.271873,-0.001374,50.000000,-0.000060
208.0,51.270721,-0.002317,50.000000,-0.000061
209.0,51.271893,-0.002442,50.000000,-0.000061
210.0,51.256451,-0.002781,50.000000,-0.000061
211.0,50.524529,-0.002407,50.000000,0.000200
212.0,50.336681,0.007274,50.000000,0.000270
213.0,50.461967,0.011581,50.000000,0.000237
214.0,49.943634,0.008789,50.000000,0.000427
215.0,49.250103,0.015873,50.000000,0.000683
216.0,48.638729,0.027067,50.000000,0.000923
217.0,48.180241,0.036755,50.000000,0.001112
218.0,48.607117,0.043273,50.000000,0.000981
219.0,48.623329,0.037251,50.000000,0.000994
220.0,48.446003,0.038088,50.000000,0.001074
221.0,48.959877,0.040296,50.000000,0.000912
222.0,49.653374,0.032238,50.000000,0.000671
223.0,49.550308,0.021762,50.000000,0.000705
224.0,49.847008,0.024247,50.000000,0.000598
225.0,49.522259,0.018485,50.000000,0.000708
226.0,49.716034,0.023595,50.000000,0.000634
227.0,50.115013,0.021280,50.000000,0.000487
228.0,49.783184,0.014964,50.000000,0.000598
229.0,49.934929,0.020555,50.000000,0.000543
230.0,49.553368,0.019488,50.000000,0.000684
231.0,48.958088,0.023142,50.000000,0.000889
232.0,48.448032,0.033835,50.000000,0.001083
233.0,48.805649,0.040868,50.000000,0.000974
234.0,48.735970,0.035506,50.000000,0.001009
235.0,49.222668,0.036834,50.000000,0.000845
236.0,49.122177,0.028838,50.000000,0.000885
237.0,49.501068,0.030704,50.000000,0.000750
238.0,50.033367,0.026103,50.000000,0.000560
239.0,50.492588,0.016826,50.000000,0.000381
240.0,50.842617,0.010357,50.000000,0.000240
241.0,50.358894,0.005770,50.000000,0.000405
242.0,50.317501,0.014023,50.000000,0.000417
243.0,50.479939,0.012779,50.000000,0.000354
244.0,49.957428,0.009829,50.000000,0.000528
245.0,50.013477,0.019888,50.000000,0.000517
246.0,50.257076,0.016357,50.000000,0.000422
247.0,49.810410,0.011432,50.000000,0.000565
248.0,49.217831,0.022733,50.000000,0.000792
249.0,49.367096,0.029906,50.000000,0.000752
250.0,49.098515,0.028236,50.000000,0.000861
251.0,47.952343,0.031427,50.000000,0.001282
252.0,47.379982,0.045104,50.000000,0.001506
253.0,47.206882,0.057305,50.000000,0.001598
254.0,47.245140,0.060740,50.000000,0.001615
255.0,46.606884,0.058745,50.000000,0.001861
256.0,46.556038,0.070194,50.000000,0.001907
257.0,46.754108,0.070189,50.000000,0.001855
258.0,47.066833,0.068839,50.000000,0.001773
259.0,47.304268,0.062842,50.000000,0.001697
260.0,47.508118,0.061216,50.000000,0.001642
261.0,47.620819,0.058177,50.000000,0.001610
262.0,47.672604,0.055256,50.000000,0.001596
263.0,48.436131,0.057125,50.000000,0.001333
264.0,48.622433,0.047157,50.000000,0.001270
265.0,48.476833,0.041905,50.000000,0.001312
266.0,47.511066,0.044664,50.000000,0.001656
267.0,47.116352,0.059574,50.000000,0.001811
268.0,47.031555,0.064796,50.000000,0.001849
269.0,47.139275,0.066924,50.000000,0.001828
270.0,47.296749,0.065629,50.000000,0.001785
271.0,47.442280,0.063677,50.000000,0.001744
272.0,48.282360,0.062753,50.000000,0.001452
273.0,48.487091,0.046970,50.000000,0.001361
274.0,49.169075,0.047608,50.000000,0.001120
275.0,49.856869,0.035346,50.000000,0.000855
276.0,50.426907,0.025330,50.000000,0.000628
277.0,50.830063,0.016960,50.000000,0.000458
278.0,51.101238,0.013011,50.000000,0.000345
279.0,51.194801,0.005554,50.000000,0.000277
280.0,51.245476,0.005649,50.000000,0.000238
281.0,51.257736,0.004852,50.000000,0.000215
282.0,51.243107,0.003997,50.000000,0.000202
283.0,51.224121,0.003968,50.000000,0.000192
284.0,51.210499,0.004055,50.000000,0.000183
285.0,50.472389,0.004051,50.000000,0.000436
286.0,51.041042,0.015654,50.000000,0.000235
287.0,51.331944,0.006261,50.000000,0.000124
288.0,51.434582,0.002710,50.000000,0.000075
289.0,52.184753,0.001823,50.000000,-0.000198
290.0,51.560177,-0.011279,50.000000,-0.000001
291.0,51.232727,-0.000923,50.000000,0.000112
292.0,51.821793,0.003708,50.000000,-0.000101
293.0,51.958618,-0.006082,50.000000,-0.000162
294.0,51.862473,-0.007935,50.000000,-0.000143
295.0,51.704041,-0.006027,50.000000,-0.000092
296.0,52.260334,-0.004747,50.000000,-0.000300
297.0,52.279449,-0.014430,50.000000,-0.000329
298.0,52.100590,-0.013125,50.000000,-0.000272
299.0,51.833725,-0.011275,50.000000,-0.000186
300.0,50.862976,-0.007617,50.000000,0.000156
301.0,50.525059,0.007360,50.000000,0.000288
302.0,51.254211,0.011837,50.000000,0.000036
303.0,51.570759,0.000000,50.000000,-0.000085
304.0,51.650490,-0.004199,50.000000,-0.000120
305.0,52.340961,-0.004911,50.000000,-0.000373
306.0,53.160336,-0.014751,50.000000,-0.000677
307.0,53.124722,-0.027452,50.000000,-0.000687
308.0,53.447170,-0.027399,50.000000,-0.000823
309.0,53.856514,-0.033069,50.000000,-0.000995
310.0,53.494007,-0.038781,50.000000,-0.000894
311.0,52.873386,-0.034156,50.000000,-0.000689
312.0,52.253605,-0.026195,50.000000,-0.000480
313.0,51.774555,-0.017233,50.000000,-0.000311
314.0,50.736530,-0.008950,50.000000,0.000067
315.0,50.386578,0.004911,50.000000,0.000206
316.0,49.705280,0.011244,50.000000,0.000474
317.0,49.720501,0.021014,50.000000,0.000489
318.0,49.315132,0.019804,50.000000,0.000649
319.0,48.832226,0.027177,50.000000,0.000848
320.0,49.135910,0.035375,50.000000,0.000770
321.0,48.964119,0.028890,50.000000,0.000845
322.0,49.392479,0.033970,50.000000,0.000717
323.0,49.939346,0.025161,50.000000,0.000523
324.0,49.761971,0.020015,50.000000,0.000600
325.0,49.243717,0.021616,50.000000,0.000791
326.0,49.410233,0.028665,50.000000,0.000736
327.0,49.143242,0.026818,50.000000,0.000840
328.0,49.447769,0.030178,50.000000,0.000737
329.0,49.230286,0.026583,50.000000,0.000821
330.0,48.806339,0.029055,50.000000,0.000978
331.0,48.375580,0.034654,50.000000,0.001138
332.0,48.791634,0.042719,50.000000,0.001007
333.0,48.739151,0.035761,50.000000,0.001032
334.0,48.517395,0.037345,50.000000,0.001126
335.0,48.955429,0.039615,50.000000,0.000973
336.0,48.901886,0.034678,50.000000,0.000998
337.0,49.343113,0.034647,50.000000,0.000841
338.0,49.954849,0.030591,50.000000,0.000630
339.0,50.461510,0.019428,50.000000,0.000435
340.0,50.838085,0.012168,50.000000,0.000284
341.0,51.062916,0.005644,50.000000,0.000181
342.0,50.459026,0.002640,50.000000,0.000378
343.0,51.106136,0.013866,50.000000,0.000150
344.0,52.116364,0.001554,50.000000,-0.000232
345.0,50.907982,-0.013696,50.000000,0.000171
346.0,50.456997,0.006095,50.000000,0.000334
347.0,50.395676,0.010707,50.000000,0.000352
348.0,50.548428,0.012199,50.000000,0.000297
349.0,50.013687,0.008875,50.000000,0.000482
350.0,48.583286,0.018163,50.000000,0.001004
351.0,47.786560,0.040485,50.000000,0.001322
352.0,47.412838,0.051203,50.000000,0.001487
353.0,46.595901,0.057780,50.000000,0.001816
354.0,47.932053,0.070080,50.000000,0.001376
355.0,47.010258,0.049737,50.000000,0.001720
356.0,46.724289,0.062436,50.000000,0.001840
357.0,46.825745,0.069424,50.000000,0.001836
358.0,46.315437,0.067627,50.000000,0.002043
359.0,47.849918,0.076668,50.000000,0.001525
360.0,47.724941,0.050996,50.000000,0.001561
361.0,47.680180,0.055746,50.000000,0.001588
362.0,47.640511,0.055433,50.000000,0.001606
363.0,47.618084,0.055931,50.000000,0.001617
364.0,49.096336,0.058271,50.000000,0.001099
365.0,48.698551,0.034608,50.000000,0.001224
366.0,49.044270,0.041904,50.000000,0.001098
367.0,48.889317,0.035500,50.000000,0.001141
368.0,49.290363,0.038011,50.000000,0.000990
369.0,50.600189,0.033198,50.000000,0.000514
370.0,49.819679,0.012297,50.000000,0.000765
371.0,49.037338,0.025328,50.000000,0.001040
372.0,49.138424,0.036915,50.000000,0.001010
373.0,48.864826,0.034200,50.000000,0.001105
374.0,50.695129,0.039088,50.000000,0.000452
375.0,50.144573,0.011565,50.000000,0.000628
376.0,50.136467,0.021310,50.000000,0.000629
377.0,50.327885,0.019228,50.000000,0.000547
378.0,50.587730,0.016294,50.000000,0.000440
379.0,51.564957,0.013013,50.000000,0.000077
380.0,51.193928,-0.001403,50.000000,0.000188
381.0,51.031586,0.004162,50.000000,0.000234
382.0,51.724388,0.006201,50.000000,-0.000025
383.0,51.928265,-0.004078,50.000000,-0.000116
384.0,53.305775,-0.009099,50.000000,-0.000639
385.0,52.759960,-0.028624,50.000000,-0.000478
386.0,52.216595,-0.019218,50.000000,-0.000298
387.0,51.750393,-0.013418,50.000000,-0.000148
388.0,52.157902,-0.007382,50.000000,-0.000306
389.0,53.624390,-0.012309,50.000000,-0.000843
390.0,53.043987,-0.034892,50.000000,-0.000666
391.0,53.160210,-0.025185,50.000000,-0.000720
392.0,53.538055,-0.028175,50.000000,-0.000874
393.0,53.954887,-0.034629,50.000000,-0.001048
394.0,55.780884,-0.040288,50.000000,-0.001727
395.0,55.642403,-0.068571,50.000000,-0.001726
396.0,54.686146,-0.065642,50.000000,-0.001416
397.0,53.545536,-0.052843,50.000000,-0.001028
398.0,54.017193,-0.037637,50.000000,-0.001209
399.0,53.649368,-0.045781,50.000000,-0.001099
