t_ms,M1_speed_ref,M1_speed_fb,M1_iq_ref,M1_iq,M1_mech_angle,M2_speed_ref,M2_speed_fb,M2_iq_ref,M2_iq,M2_mech_angle
0.0,0.000000,0.017993,0.000000,-0.001474,1.810097,0.000000,0.011777,0.000000,-0.000604,5.811486
5.0,0.000000,0.033466,0.000000,0.000376,1.810097,0.000000,0.067627,0.000000,0.000604,5.811486
10.0,0.000000,-0.004300,0.000000,-0.000549,1.810097,0.000000,-0.025330,0.000000,0.000000,5.811486
15.0,0.000000,-0.010218,0.000000,0.000925,1.810097,0.000000,-0.016521,0.000000,0.000000,5.811486
20.0,0.000000,-0.007992,0.000000,-0.000925,1.810097,0.000000,0.019187,0.000000,-0.000311,5.811486
25.0,0.000000,0.004722,0.000000,0.000925,1.810097,0.000000,0.002795,0.000000,0.001208,5.811486
30.0,0.000000,-0.006440,0.000000,-0.000000,1.810097,0.000000,-0.029093,0.000000,0.000915,5.811486
35.0,0.000000,0.026557,0.000000,-0.000000,1.810097,0.000000,0.015187,0.000000,0.000915,5.811486
40.0,0.000000,0.012069,0.000000,-0.001474,1.810097,0.000000,-0.004672,0.000000,-0.001519,5.811486
45.0,0.000000,-0.024480,0.000000,-0.000925,1.810097,0.000000,0.024056,0.000000,0.001519,5.811486
50.0,0.000000,-0.006440,0.000000,-0.000000,1.810097,0.000000,-0.029093,0.000000,0.000915,5.811486
55.0,0.000000,0.026557,0.000000,-0.000000,1.810097,0.000000,0.015187,0.000000,0.000915,5.811486
60.0,0.000000,0.012069,0.000000,-0.001474,1.810097,0.000000,-0.004672,0.000000,-0.001519,5.811486
65.0,0.000000,-0.024480,0.000000,-0.000925,1.810097,0.000000,0.024056,0.000000,0.001519,5.811486
70.0,0.000000,-0.032736,0.000000,-0.000000,1.810097,0.000000,-0.000911,0.000000,-0.000915,5.811486
75.0,0.000000,0.015886,0.000000,0.000549,1.810097,0.000000,-0.009185,0.000000,0.000000,5.811486
80.0,0.000000,-0.020271,0.000000,0.000925,1.810097,0.000000,-0.043174,0.000000,-0.000915,5.811486
85.0,0.000000,0.002927,0.000000,-0.000000,1.810097,0.000000,0.018985,0.000000,0.001519,5.811486
90.0,0.000000,0.041257,0.000000,-0.000549,1.810097,0.000000,-0.038046,0.000000,-0.000604,5.811486
