t_ms,M1_pos_ref,M1_pos_est,M1_speed_fb,M1_iq,M1_speed_ref,M2_pos_ref,M2_pos_est,M2_speed_fb,M2_iq,M2_speed_ref
85.0,0.000000,-0.152634,-0.015883,-0.000304,0.000000,0.000000,3.192985,0.019687,0.000172,0.000000
90.0,0.000000,-0.152633,0.002490,0.000000,0.000000,0.000000,3.192984,0.011345,0.000000,0.000000
95.0,0.000000,-0.152629,0.007822,0.000000,0.000000,0.000000,3.192979,-0.011696,0.000000,0.000000
100.0,0.000000,-0.152630,0.004595,0.000000,0.000000,0.000000,3.192979,-0.003329,0.000878,0.000000
105.0,0.000000,-0.152628,0.014000,0.000000,0.000000,0.000000,3.192981,-0.005315,-0.000172,0.000000
110.0,0.000000,-0.152630,-0.006105,0.000000,0.000000,0.000000,3.192982,0.007833,0.000000,0.000000
115.0,0.000000,-0.152632,-0.006158,0.000000,0.000000,0.000000,3.192986,0.017877,0.000000,0.000000
120.0,0.000000,-0.152633,-0.004959,-0.000304,0.000000,0.000000,3.192982,-0.010757,0.000000,0.000000
125.0,0.000000,-0.152631,0.003542,0.000000,0.000000,0.000000,3.192978,-0.014235,0.000000,0.000000
130.0,0.000000,-0.152631,0.002122,-0.000304,0.000000,0.000000,3.192977,-0.004163,-0.000172,0.000000
135.0,0.000000,-0.152631,0.006402,0.000609,0.000000,0.000000,3.192980,0.002122,0.000000,0.000000
140.0,0.000000,-0.152630,-0.001538,0.000000,0.000000,0.000000,3.192982,0.005439,0.000172,0.000000
145.0,0.000000,-0.152632,-0.008144,-0.000304,0.000000,0.000000,3.192985,0.015464,0.000000,0.000000
150.0,0.000000,-0.152634,-0.011204,0.000000,0.000000,0.000000,3.192983,0.001598,0.000000,0.000000
155.0,0.000000,-0.152631,0.009747,0.000000,0.000000,0.000000,3.192980,-0.008327,0.000000,0.000000
160.0,0.000000,-0.152629,0.009288,0.000000,0.000000,0.000000,3.192980,0.004117,-0.000878,0.000000
165.0,0.000000,-0.152631,-0.004318,0.000000,0.000000,0.000000,3.192979,-0.006125,0.000000,0.000000
170.0,0.000000,-0.152632,-0.002770,0.000000,0.000000,0.000000,3.192980,-0.002428,0.000000,0.000000
175.0,0.000000,-0.152628,0.022523,0.000000,0.000000,0.000000,3.192978,-0.026038,-0.000878,0.000000
180.0,0.000000,-0.152627,0.012588,-0.000304,0.000000,0.000000,3.192977,-0.006812,0.000000,0.000000
185.0,0.000000,-0.152631,-0.008940,0.000000,0.000000,0.000000,3.192981,0.013482,0.000878,0.000000
190.0,0.000000,-0.152633,-0.011193,0.000000,0.000000,0.000000,3.192984,0.016611,0.000000,0.000000
195.0,0.000000,-0.152635,-0.021960,-0.000609,0.000000,0.000000,3.192982,-0.006862,0.000000,0.000000
200.0,0.000000,-0.152635,-0.017893,0.000000,0.000000,0.000000,3.192981,-0.000338,0.000000,0.000000
205.0,0.000000,-0.152633,-0.000842,-0.000304,0.000000,0.000000,3.192983,0.001472,-0.000878,0.000000
210.0,0.000000,-0.152631,0.008182,0.000000,0.000000,0.000000,3.192981,-0.000555,0.000000,0.000000
215.0,0.000000,-0.152626,0.008469,-0.000914,0.000000,0.000000,3.192982,0.003039,0.000000,0.000000
220.0,0.000000,-0.152628,0.007734,0.000000,0.000000,0.000000,3.192986,0.033836,0.000000,0.000000
225.0,0.000000,-0.152631,-0.003187,0.000000,0.000000,0.000000,3.192988,0.019461,0.000000,0.000000
230.0,0.000000,-0.152632,-0.005480,-0.000609,0.000000,0.000000,3.192982,-0.003020,0.000000,0.000000
235.0,0.000000,-0.152634,-0.003131,0.000304,0.000000,0.000000,3.192976,-0.024696,0.000000,0.000000
240.0,0.000000,-0.152632,0.002819,-0.000304,0.000000,0.000000,3.192979,0.004318,0.000000,0.000000
245.0,0.000000,-0.152630,0.005391,0.000000,0.000000,0.000000,3.192980,-0.019077,-0.000878,0.000000
250.0,0.000000,-0.152630,-0.000963,0.001219,0.000000,0.000000,3.192979,-0.007933,-0.000878,0.000000
255.0,0.000000,-0.152629,0.007715,0.000000,0.000000,0.000000,3.192978,0.013328,0.001756,0.000000
260.0,0.000000,-0.152629,-0.003430,0.000000,0.000000,0.000000,3.192983,0.010761,0.000000,0.000000
265.0,0.000000,-0.152631,-0.004759,0.000000,0.000000,0.000000,3.192982,-0.000776,0.000000,0.000000
270.0,0.000000,-0.152633,-0.006558,0.000000,0.000000,0.000000,3.192985,0.012292,0.000000,0.000000
275.0,0.000000,-0.152633,-0.004726,-0.000609,0.000000,0.000000,3.192981,-0.006662,-0.000172,0.000000
280.0,0.000000,-0.152632,-0.002652,0.000000,0.000000,0.000000,3.192979,-0.009770,0.000000,0.000000
285.0,0.000000,-0.152631,-0.000205,0.000000,0.000000,0.000000,3.192978,-0.014093,0.000000,0.000000
290.0,0.000000,-0.152632,-0.007274,0.000000,0.000000,0.000000,3.192978,-0.008425,0.000000,0.000000
295.0,0.000000,-0.152631,0.013908,0.000304,0.000000,0.000000,3.192982,0.010135,-0.000172,0.000000
300.0,0.000000,-0.152629,0.010436,0.000000,0.000000,0.000000,3.192983,0.006130,0.000000,0.000000
305.0,0.000000,-0.152631,-0.006066,0.000000,0.000000,0.000000,3.192983,0.013615,0.000000,0.000000
