t_ms,M1_speed_ref,M1_speed_fb,M1_iq_ref,M1_iq,M1_mech_angle,M2_speed_ref,M2_speed_fb,M2_iq_ref,M2_iq,M2_mech_angle
0.0,50.000000,50.799534,0.007932,0.008852,1.972699,0.000000,-0.003878,0.000000,-0.000000,2.616204
10.0,50.000000,50.650604,0.008944,0.009709,1.919010,0.000000,-0.003875,0.000000,-0.000000,2.616204
20.0,50.000000,50.666721,0.007756,0.007371,1.864170,0.000000,-0.059892,0.000000,-0.001643,2.616204
30.0,50.000000,50.638504,0.007426,0.007565,1.811631,0.000000,0.059885,0.000000,-0.000000,2.616204
40.0,50.000000,50.612011,0.007139,0.007266,1.757175,0.000000,-0.038323,0.000000,-0.001643,2.616204
50.0,50.000000,50.532639,0.007657,0.007615,1.708855,0.000000,-0.013449,0.000000,-0.000789,2.616204
60.0,50.000000,45.523571,0.084618,0.087838,1.662452,0.000000,-0.005912,0.000000,-0.001611,2.616204
70.0,50.000000,44.535637,0.104307,0.104411,1.613748,0.000000,-0.001446,0.000000,-0.000000,2.616204
80.0,50.000000,51.203465,0.004279,0.002412,1.555073,0.000000,-0.023729,0.000000,0.000032,2.616204
90.0,50.000000,50.775551,0.008970,0.009727,1.501000,0.000000,0.037598,0.000000,-0.000789,2.616204
100.0,50.000000,52.606941,-0.019922,0.008876,1.444626,0.000000,-0.036724,0.000000,-0.002432,2.616204
110.0,50.000000,52.529419,-0.019926,-0.019226,1.392471,0.000000,0.000724,0.000000,0.000822,2.616204
120.0,50.000000,50.608620,0.008018,0.007604,1.338015,0.000000,0.016996,0.000000,-0.000822,2.616204
130.0,50.000000,50.581757,0.007716,0.007361,1.286243,0.000000,-0.004721,0.000000,-0.000000,2.616204
140.0,50.000000,50.533806,0.007668,0.008371,1.231403,0.000000,-0.029723,0.000000,-0.001611,2.616204
150.0,50.000000,50.542721,0.007031,0.007386,1.180015,0.000000,0.007862,0.000000,-0.000000,2.616204
160.0,50.000000,50.491734,0.007239,0.007524,1.130160,0.000000,0.035164,0.000000,-0.000000,2.616204
170.0,50.000000,50.463585,0.007239,0.007436,1.084141,0.000000,-0.021128,0.000000,0.000789,2.616204
180.0,50.000000,47.202911,0.057722,0.059004,1.036971,0.000000,-0.020777,0.000000,-0.000822,2.616204
190.0,50.000000,47.538887,0.054999,0.054439,0.985583,0.000000,-0.006586,0.000000,0.000822,2.616204
200.0,50.000000,50.649300,0.007140,0.006058,0.929592,0.000000,0.014086,0.000000,-0.000822,2.616204
210.0,50.000000,50.631615,0.006826,0.007385,0.877821,0.000000,0.013748,0.000000,-0.000000,2.616204
220.0,50.000000,50.527164,0.007742,0.006329,0.825282,0.000000,-0.055479,0.000000,-0.003254,2.616204
230.0,50.000000,50.488640,0.007849,0.007443,0.776194,0.000000,-0.000360,0.000000,0.000789,2.616204
240.0,50.000000,50.487938,0.007306,0.006380,0.723655,0.000000,0.017998,0.000000,-0.000822,2.616204
250.0,50.000000,50.466110,0.007214,0.007196,0.674185,0.000000,-0.004901,0.000000,-0.000000,2.616204
260.0,50.000000,50.412720,0.007533,0.007440,0.623563,0.000000,-0.043668,0.000000,-0.002432,2.616204
270.0,50.000000,50.387527,0.007555,0.007384,0.577927,0.000000,0.030445,0.000000,-0.000000,2.616204
280.0,50.000000,48.873371,0.031487,0.031992,0.530757,0.000000,-0.004838,0.000000,-0.000822,2.616204
290.0,50.000000,48.960278,0.031150,0.030682,0.484354,0.000000,-0.010767,0.000000,-0.000000,2.616204
300.0,50.000000,49.084278,0.030381,0.033075,0.433733,0.000000,0.015413,0.000000,-0.000822,2.616204
310.0,50.000000,49.111031,0.030788,0.030973,0.382728,0.000000,-0.025227,0.000000,0.000822,2.616204
320.0,50.000000,52.571701,-0.021397,-0.022808,0.327121,0.000000,0.007033,0.000000,-0.001611,2.616204
330.0,50.000000,50.557961,0.007909,0.008110,0.273432,0.000000,0.019749,0.000000,0.000822,2.616204
340.0,50.000000,52.317768,-0.019790,0.010063,0.217058,0.000000,-0.005823,0.000000,-0.000822,2.616204
350.0,50.000000,52.195133,-0.019197,-0.020152,0.162602,0.000000,-0.010281,0.000000,-0.000000,2.616204
360.0,50.000000,50.402519,0.007302,0.007281,0.108146,0.000000,0.038677,0.000000,-0.000822,2.616204
370.0,50.000000,50.393562,0.007083,0.007616,0.059442,0.000000,0.010943,0.000000,-0.000789,2.616204
380.0,50.000000,47.213234,0.056740,0.057685,0.012272,0.000000,-0.021615,0.000000,-0.000000,2.616204
390.0,50.000000,47.506981,0.054691,0.054152,6.247904,0.000000,-0.020004,0.000000,-0.000789,2.616204
400.0,50.000000,49.571144,0.026184,0.055760,6.194215,0.000000,-0.015193,0.000000,-0.001611,2.616204
410.0,50.000000,50.829178,0.006370,0.006438,6.141292,0.000000,-0.020981,0.000000,0.000789,2.616204
420.0,50.000000,50.724289,0.007096,0.007239,6.087603,0.000000,0.027130,0.000000,-0.000822,2.616204
430.0,50.000000,50.677010,0.007190,0.007356,6.035831,0.000000,0.007715,0.000000,-0.000000,2.616204
440.0,50.000000,50.557419,0.007785,0.010449,5.979841,0.000000,-0.055708,0.000000,-0.001643,2.616204
450.0,50.000000,50.415565,0.008767,0.007178,5.925768,0.000000,0.006605,0.000000,0.000789,2.616204
460.0,50.000000,50.461826,0.007404,0.008363,5.872078,0.000000,0.011143,0.000000,-0.002432,2.616204
470.0,50.000000,50.437004,0.007370,0.007603,5.825292,0.000000,0.024563,0.000000,-0.000000,2.616204
480.0,50.000000,43.995922,0.107789,0.106699,5.779656,0.000000,-0.027625,0.000000,-0.001643,2.616204
490.0,50.000000,48.272770,0.047912,0.049018,5.726350,0.000000,0.017164,0.000000,-0.000789,2.616204
500.0,50.000000,50.832302,0.007717,-0.023215,5.667675,0.000000,0.001440,0.000000,-0.000032,2.616204
510.0,50.000000,50.789436,0.007459,0.006671,5.615137,0.000000,0.039581,0.000000,-0.001611,2.616204
520.0,50.000000,50.608044,0.008817,-0.020456,5.559914,0.000000,-0.022729,0.000000,-0.000822,2.616204
530.0,50.000000,50.599861,0.008005,0.007256,5.506991,0.000000,-0.019157,0.000000,-0.000789,2.616204
540.0,50.000000,52.396072,-0.020102,0.007612,5.451385,0.000000,0.016113,0.000000,-0.000789,2.616204
