t_ms,tilt_angle,gyro_rate,balance_out,spd_fb_L,spd_fb_R,iq_L,iq_R,accel_X,accel_Y,accel_Z
40.4,-0.665786,-0.284942,0.000000,-0.019124,0.408781,0.000854,0.000694,0.003906,0.013672,1.128906
45.4,-0.647917,-0.243441,0.000000,-0.006829,0.571269,-0.000000,0.000000,0.000000,-0.002441,1.173340
50.4,-0.614339,-0.485255,0.000000,-0.011558,0.716042,-0.000000,-0.000185,-0.000977,0.020020,1.157715
55.4,-0.594891,-0.424578,0.000000,0.060769,0.556043,-0.000000,0.000182,-0.001953,0.007812,1.109863
60.4,-0.564160,-0.546082,0.000000,0.449066,0.527877,-0.000855,0.000000,-0.008301,0.009766,1.151855
65.4,-0.536684,-0.907811,0.000000,0.358701,0.607900,-0.000109,0.000000,-0.005859,0.002441,1.159180
70.4,-0.516698,-1.148727,0.000000,0.101112,0.363003,-0.000000,0.000000,0.004883,0.001953,1.134766
75.4,-0.507830,-0.939112,0.000000,-0.233332,0.402119,-0.000000,0.000354,0.017090,-0.028809,1.104980
80.4,-0.504062,-0.888190,0.000000,-0.750508,0.158496,-0.000000,0.000000,-0.004395,-0.014160,1.141602
85.4,-0.514195,-0.877930,0.000000,-1.388065,0.257618,-0.000851,0.000000,-0.004883,-0.011719,1.159668
90.4,-0.526589,-1.168325,0.000000,-1.581717,0.266159,-0.000000,0.000704,0.002930,-0.011230,1.140625
95.4,-0.533321,-1.488524,0.000000,-1.459141,0.073270,-0.000000,-0.000175,0.002441,-0.007812,1.153320
100.4,-0.563228,-1.785918,0.000000,-1.208500,-0.081579,-0.000000,0.000000,-0.003906,-0.024414,1.151367
105.4,-0.587061,-1.478997,0.000000,-0.990236,-0.124105,-0.000000,-0.001054,-0.002930,-0.028320,1.146973
110.4,-0.605127,-1.720878,0.000000,-0.979794,-0.094725,0.000844,-0.000175,0.011230,-0.025391,1.145996
115.4,-0.621409,-1.790949,0.000000,-1.128414,-0.119959,-0.000077,-0.000177,0.003906,-0.013184,1.158203
120.4,-0.636735,-2.064682,0.000000,-1.435915,-0.720625,-0.000000,0.000180,0.002930,-0.015137,1.150391
125.4,-0.663337,-2.208464,0.000000,-1.525831,-1.410789,-0.000000,0.000000,0.001465,-0.021484,1.153320
130.4,-0.695690,-2.337376,0.000000,-1.376472,-1.602707,0.000064,0.000000,0.000977,-0.020508,1.137207
135.4,-0.736861,-1.898885,0.000000,-1.074680,-1.214832,0.000835,-0.000694,0.001953,-0.041504,1.127930
140.4,-0.772539,-1.804148,0.000000,-0.736999,-0.866145,0.000833,0.000000,0.000488,-0.040039,1.126953
145.4,-0.804357,-1.842000,0.000000,-0.496512,-0.179647,0.000057,0.000000,-0.000488,-0.034180,1.121582
150.4,-0.844330,-2.020673,0.000000,-0.295434,0.315873,-0.000000,0.000000,0.005859,-0.029297,1.154297
155.4,-0.891594,-2.003398,0.000000,-0.180053,0.424698,-0.000054,-0.000884,0.000000,-0.040039,1.138672
160.4,-0.960136,-1.725983,0.000000,-0.217245,0.287981,-0.000000,0.000000,0.003418,-0.062988,1.109375
165.4,-1.027665,-1.646151,0.000000,-0.281680,0.177106,-0.000000,0.000000,-0.002930,-0.060547,1.107910
170.4,-1.105590,-1.359803,0.000000,-0.090271,0.971528,-0.000000,0.000000,0.008789,-0.053223,1.107422
175.4,-1.180481,-1.352862,0.000000,0.080882,2.108533,-0.000000,0.000000,0.004883,-0.055664,1.138184
180.4,-1.245184,-1.423843,0.000000,0.729863,2.817262,-0.000000,0.000000,0.003418,-0.051758,1.129883
185.4,-1.283772,-1.497643,0.000000,1.769183,3.078943,0.000836,0.000000,-0.006836,-0.031250,1.137207
190.4,-1.310001,-1.469435,0.000000,2.232954,3.025335,0.000838,0.000000,0.002441,-0.019531,1.174316
195.4,-1.326648,-1.679074,0.000000,1.900930,2.854698,-0.000000,0.000000,-0.009277,-0.025879,1.143066
200.4,-1.337865,-2.306354,0.000000,0.923464,2.272396,-0.000000,-0.000138,0.000488,-0.029785,1.148926
205.4,-1.357969,-2.447425,0.000000,0.281142,1.879160,-0.000000,0.000130,-0.010254,-0.041016,1.112305
210.4,-1.380794,-2.455260,0.000000,-0.214677,1.449552,-0.000840,0.000125,0.000000,-0.037598,1.153320
215.4,-1.423559,-2.642044,0.000000,-0.405946,1.609509,0.000915,-0.000118,0.001953,-0.041016,1.140625
220.4,-1.463002,-2.404495,0.000000,-0.332710,2.099548,0.000766,-0.000963,0.008789,-0.047363,1.133789
225.4,-1.512670,-2.479169,0.000000,-0.165140,3.140479,-0.000000,0.000000,-0.003418,-0.052246,1.166016
230.4,-1.573077,-2.088272,0.000000,-0.037433,3.640631,-0.000000,-0.000931,0.001953,-0.059570,1.138184
235.4,-1.633994,-2.277695,0.000000,0.036534,4.173069,-0.000000,0.000000,-0.009277,-0.045410,1.108887
240.4,-1.705787,-2.025836,0.000000,0.055617,4.670789,0.000840,0.000000,-0.000488,-0.070312,1.106445
245.4,-1.780481,-1.870898,0.000000,0.037299,5.284645,-0.000000,0.000786,0.003906,-0.083984,1.098633
250.4,-1.857157,-1.436805,0.000000,0.008448,5.711629,-0.000000,-0.000018,0.001953,-0.076172,1.125977
255.4,-1.949535,-1.658762,0.000000,-0.009149,6.242448,-0.000000,0.000002,-0.003906,-0.087402,1.108398
260.4,-2.051834,-1.513879,0.000000,0.534109,6.567966,0.000843,0.000000,-0.001953,-0.096680,1.121582
265.4,-2.168058,-1.313340,0.000000,1.695505,6.832340,0.000087,0.000000,-0.000977,-0.107422,1.121094
270.4,-2.284235,-0.984427,0.000000,2.822121,7.218993,-0.000000,0.000000,0.007324,-0.107422,1.124023
275.4,-2.382996,-0.800407,0.000000,3.577163,7.489469,-0.000000,-0.000094,0.007812,-0.095215,1.122070
280.4,-2.472242,-0.566602,0.000000,3.720688,7.389488,0.000858,0.000000,-0.004395,-0.078125,1.106934
285.4,-2.535045,-1.043190,0.000000,3.635570,6.805690,-0.000000,0.000138,0.005859,-0.075684,1.162109
290.4,-2.598108,-0.954518,0.000000,2.992139,5.561459,-0.000000,-0.000717,0.000488,-0.073730,1.144043
295.4,-2.654295,-1.503504,0.000000,2.248631,4.544201,-0.000000,0.000707,0.005371,-0.086426,1.157715
300.4,-2.714703,-1.576073,0.000000,1.482985,3.083556,-0.000146,0.000000,0.002930,-0.080078,1.133789
305.4,-2.773432,-1.622945,0.000000,1.087729,1.999543,-0.000000,0.000695,-0.004883,-0.085938,1.136719
310.4,-2.830667,-1.719769,0.000000,1.028320,1.192958,-0.000872,0.000000,0.006348,-0.062500,1.154785
315.4,-2.892778,-1.914043,0.000000,0.825392,0.629254,-0.000000,0.000000,0.000000,-0.069824,1.154297
320.4,-2.950135,-2.063294,0.000000,0.737047,0.144841,-0.000000,0.000197,-0.001465,-0.071777,1.136719
325.4,-3.002882,-1.931692,0.000000,0.260118,-0.425935,0.000875,0.000000,-0.001953,-0.097168,1.150391
330.4,-3.033596,-1.701095,0.000000,0.176488,-0.617423,-0.000000,0.000197,-0.000488,-0.074707,1.134766
335.4,-3.031879,-2.118553,0.000000,-0.061262,-0.454987,0.000875,-0.000689,-0.000488,-0.044922,1.174805
340.4,-3.014294,-2.406324,0.000000,-0.189622,-0.756334,-0.000000,0.000000,0.007812,-0.049316,1.164062
345.4,-2.980027,-2.919482,0.000000,-0.536280,-1.978150,-0.000158,0.000000,-0.002930,-0.030273,1.172852
351.4,-2.963865,-3.119420,0.000000,-2.339913,-3.560188,-0.000000,0.000000,0.000000,-0.045898,1.143555
355.4,-2.948109,-3.204319,0.000000,-4.408040,-5.009818,-0.000000,-0.000156,-0.000488,-0.039551,1.149902
360.4,-2.952405,-3.574329,0.000000,-5.743589,-5.415176,-0.000000,0.000141,0.001953,-0.057129,1.130859
365.4,-2.979049,-3.282002,0.000000,-6.047794,-5.467900,-0.000000,0.000609,0.003418,-0.071289,1.144043
370.4,-3.021371,-3.058275,0.000000,-5.383164,-5.119577,-0.000000,0.000111,-0.000977,-0.074707,1.127441
375.4,-3.106728,-2.766038,0.000000,-3.983956,-4.442107,-0.000000,0.000000,0.003418,-0.110840,1.112305
380.4,-3.190281,-2.291718,0.000000,-2.496210,-3.340200,-0.000000,0.000000,-0.007324,-0.090820,1.083496
385.4,-3.240255,-1.576274,0.000000,-0.914633,-2.084117,-0.000837,0.000762,-0.011719,-0.075684,1.120605
390.4,-3.259490,-1.583753,0.000000,0.555489,-1.141994,-0.000000,-0.000766,-0.007324,-0.061035,1.119629
395.4,-3.233006,-1.612706,0.000000,1.195762,-0.819907,-0.000000,-0.000769,0.007324,-0.037598,1.144531
400.4,-3.167725,-1.999563,0.000000,1.010615,-0.974226,-0.000000,0.000000,-0.004883,-0.020996,1.183105
405.4,-3.075583,-2.567627,0.000000,-0.031225,-1.466837,-0.000000,-0.000057,-0.018555,0.005371,1.184570
410.4,-2.980697,-3.021461,0.000000,-1.775481,-2.596626,-0.000052,-0.000044,0.009766,-0.000488,1.165527
415.4,-2.901472,-3.491838,0.000000,-4.045960,-4.149644,-0.000000,0.000029,0.007324,-0.009766,1.176270
420.4,-2.858910,-3.803904,0.000000,-6.198268,-5.529586,-0.000017,0.000012,-0.004395,-0.041504,1.159180
425.4,-2.860526,-3.985196,0.000000,-7.443937,-6.098197,0.000000,-0.000006,-0.008301,-0.057617,1.150391
430.4,-2.898008,-4.115688,0.000000,-7.884652,-5.994966,0.000000,0.000000,0.000977,-0.069824,1.114746
435.4,-2.949526,-4.091152,0.000000,-7.062403,-5.771642,0.000000,0.000000,0.006348,-0.078125,1.109863
440.4,-2.999368,-3.676686,0.000000,-5.857670,-5.028674,0.000000,0.000000,-0.005371,-0.071777,1.133301
445.4,-3.050820,-3.411063,0.000000,-4.771027,-4.368102,0.000000,-0.000071,0.004883,-0.062500,1.131348
450.4,-3.086250,-3.299953,0.000000,-4.174539,-3.592096,0.000000,-0.000761,-0.002930,-0.053711,1.149414
455.4,-3.095870,-3.176828,0.000000,-3.734191,-2.887400,0.000000,0.000093,-0.005371,-0.052734,1.162598
460.4,-3.067816,-3.368065,0.000000,-3.780247,-2.686934,0.000000,0.000000,-0.002441,-0.033691,1.163086
465.4,-3.007696,-3.750963,0.000000,-4.278378,-2.936327,0.000000,0.000000,-0.001953,-0.011719,1.139160
470.4,-2.918866,-3.976258,0.000000,-5.310428,-3.312356,0.000000,0.000000,-0.005371,0.013184,1.161133
475.4,-2.822396,-4.888363,0.000000,-6.844335,-3.953622,0.000000,-0.000145,-0.005859,0.014648,1.189941
480.4,-2.748796,-5.453467,0.000000,-8.554143,-4.956477,0.000000,0.000875,-0.001953,0.000000,1.147949
485.4,-2.689590,-5.836836,0.000000,-10.036819,-5.866080,0.000000,0.000000,-0.006836,-0.013184,1.205566
490.4,-2.690574,-6.566359,0.000000,-11.329323,-6.340636,0.000626,0.000000,-0.000488,-0.027344,1.138184
495.4,-2.738436,-6.627208,0.000000,-12.090439,-6.401123,0.000000,-0.000219,0.000000,-0.082031,1.121094
500.4,-2.837457,-6.002889,0.000000,-11.709050,-5.923122,0.000000,-0.001133,0.010254,-0.105469,1.124512
505.4,-2.961412,-5.582801,0.000000,-10.211613,-5.001872,0.000000,-0.000901,0.002930,-0.107422,1.081543
510.4,-3.098186,-5.442974,0.000000,-8.315111,-3.628623,0.000000,0.000000,0.003906,-0.124023,1.099121
515.4,-3.232773,-4.608906,0.000000,-6.605339,-2.185894,0.000000,0.000267,0.003418,-0.126953,1.112305
520.4,-3.348274,-4.186392,0.000000,-5.180938,-1.048128,0.000000,0.000000,0.005371,-0.117188,1.115234
525.4,-3.466390,-4.258957,0.000000,-3.732141,0.192633,0.000000,-0.000907,0.005859,-0.112305,1.129395
530.4,-3.576933,-3.896028,0.000000,-2.775270,0.983494,0.000469,0.000907,0.009277,-0.116699,1.125977
535.4,-3.688611,-3.270329,0.000000,-1.773341,1.008027,0.000000,0.000000,0.000000,-0.128906,1.114746
540.4,-3.784451,-3.005545,0.000000,-1.022843,1.310060,0.000000,0.000905,0.005859,-0.113770,1.113770
545.4,-3.881552,-3.026625,0.000000,-0.288466,2.233023,0.000018,0.000000,0.001465,-0.107910,1.128418
550.4,-3.966128,-2.772056,0.000000,0.211560,3.257642,0.000000,0.001554,0.001465,-0.103027,1.150391
555.4,-4.045208,-2.717285,0.000000,0.565325,3.850585,0.000000,0.000000,0.007324,-0.107422,1.140625
560.4,-4.113175,-2.426160,0.000000,0.559796,3.569106,0.000000,0.000895,0.002441,-0.113770,1.119629
565.4,-4.181466,-2.555655,0.000000,0.431345,3.225827,0.000472,-0.000219,0.005371,-0.123047,1.110840
570.4,-4.247687,-2.704203,0.000000,1.009547,2.609920,-0.000463,0.001102,0.006836,-0.122559,1.124512
575.4,-4.305009,-2.877420,0.000000,1.675762,1.902420,0.000000,0.000000,0.003906,-0.108887,1.154785
580.4,-4.359941,-3.428568,0.000000,1.959479,1.297634,0.000471,0.000000,-0.003418,-0.111328,1.136230
585.4,-4.410190,-3.262520,0.000000,1.627409,0.905159,0.000000,0.000000,0.007324,-0.113770,1.115723
590.4,-4.468946,-3.107516,0.000000,1.161825,0.367547,0.000000,0.000197,-0.001953,-0.107422,1.158691
595.4,-4.517731,-3.486860,0.000000,0.671618,-0.273395,-0.000453,0.000886,-0.005859,-0.106445,1.143555
600.4,-4.564084,-3.214298,0.000000,0.283837,-0.526525,0.000000,0.000000,-0.000488,-0.100586,1.145996
605.4,-4.612320,-3.614804,0.000000,0.168756,-0.432058,0.000000,0.000197,0.001465,-0.101074,1.135742
610.4,-4.657710,-3.659951,0.000000,-0.087982,-0.477024,0.000000,0.000000,-0.002930,-0.104004,1.145020
615.4,-4.704420,-3.546062,0.000000,-0.224236,-1.092040,0.000000,0.000204,-0.005371,-0.113281,1.126465
620.4,-4.763525,-3.541366,0.000000,-0.208716,-1.551803,0.000000,0.000209,0.006836,-0.130859,1.126953
625.4,-4.801497,-3.416403,0.000000,-0.109758,-1.829857,0.000000,0.000214,-0.007812,-0.107910,1.134766
630.4,-4.852193,-3.446551,0.000000,-0.025189,-1.850520,0.000000,-0.000219,-0.003906,-0.111816,1.122070
635.4,-4.896436,-3.438598,0.000000,0.021534,-1.611492,0.000000,-0.000224,0.000000,-0.117676,1.134766
640.4,-4.935253,-2.905605,0.000000,0.025449,-1.075153,0.000000,0.000000,-0.012207,-0.118164,1.139648
645.4,-4.973431,-2.967100,0.000000,0.018816,-0.507086,0.000000,0.000000,-0.005371,-0.109375,1.130859
650.4,-5.003680,-2.668475,0.000000,0.013507,0.133160,0.000029,0.000000,-0.006836,-0.108398,1.135742
655.4,-5.041319,-2.853262,0.000000,-0.001544,0.091011,0.000000,0.000895,-0.001953,-0.100586,1.151855
660.4,-5.058448,-2.308759,0.000000,0.269009,-0.037926,-0.000482,-0.000439,0.003906,-0.084961,1.144043
665.4,-5.078078,-2.646139,0.000000,0.737632,0.019252,0.000000,0.001791,-0.001465,-0.106445,1.144531
670.4,-5.091259,-2.144126,0.000000,1.013894,0.088489,0.000000,0.000895,-0.005859,-0.099609,1.144531
675.4,-5.102546,-2.487064,0.000000,1.029803,0.069168,0.000000,0.000000,-0.002441,-0.097168,1.127930
680.4,-5.112299,-2.125228,0.000000,0.819313,0.033845,0.000000,-0.000895,0.000000,-0.099121,1.136719
685.4,-5.119389,-2.240490,0.000000,0.599234,0.422881,0.000000,0.000895,0.008789,-0.093262,1.139648
690.4,-5.124759,-2.208971,0.000000,0.846035,0.411863,0.000000,-0.000226,0.009766,-0.089355,1.139160
695.4,-5.121284,-2.234172,0.000000,0.565873,0.154941,0.000435,0.000895,0.001953,-0.098145,1.127441
700.4,-5.110989,-2.318050,0.000000,0.452720,0.322754,-0.000497,0.000000,0.001465,-0.090820,1.142090
705.4,-5.104529,-2.248267,0.000000,0.416884,0.310831,0.000000,0.000000,-0.007812,-0.093750,1.132812
710.4,-5.101083,-2.228088,0.000000,0.331845,0.095901,0.000000,0.000000,-0.001465,-0.087402,1.141113
715.4,-5.098755,-2.453489,0.000000,0.312708,-0.071934,-0.000429,0.000000,-0.008301,-0.091797,1.159668
720.4,-5.097961,-1.994993,0.000000,0.382428,-0.123010,0.000000,0.000000,0.004883,-0.092773,1.125000
725.4,-5.083193,-2.021601,0.000000,0.539775,-0.089533,0.000000,0.000894,-0.003418,-0.088867,1.133301
730.4,-5.071798,-1.824742,0.000000,0.435946,-0.031219,0.000000,0.000000,-0.004395,-0.079102,1.149902
735.4,-5.061469,-1.676082,0.000000,0.693679,0.007443,0.000000,0.000000,0.001953,-0.087891,1.137207
740.4,-5.044231,-1.999660,0.000000,0.604162,0.015461,0.000000,0.000000,0.008789,-0.078125,1.148438
745.4,-5.028204,-1.814321,0.000000,0.526577,0.015483,0.000000,0.000000,0.003418,-0.085449,1.129395
750.4,-5.006131,-1.148285,0.000000,0.640390,0.003477,0.000000,-0.000671,-0.003418,-0.085449,1.138672
755.4,-4.991180,-1.437551,0.000000,0.767609,-0.015381,0.000000,0.000000,0.000977,-0.081543,1.133301
760.4,-4.964087,-1.406515,0.000000,0.883226,-0.004149,0.000000,0.000000,-0.000977,-0.084473,1.130371
765.4,-4.932767,-1.171758,0.000000,1.023496,0.010523,0.000000,0.000000,0.007324,-0.081055,1.128418
770.4,-4.912628,-1.089648,0.000000,1.067704,0.006224,0.000000,0.000000,-0.004395,-0.089355,1.127930
775.4,-4.874460,-0.923720,0.000000,0.805408,0.004732,0.000000,0.000224,0.000000,-0.073242,1.141602
780.4,-4.845862,-0.886300,0.000000,0.747295,0.014232,-0.000402,0.000000,0.002930,-0.084473,1.150879
785.4,-4.811894,-0.697163,0.000000,0.864229,0.007322,0.000000,0.000000,-0.001953,-0.071777,1.138184
790.4,-4.775587,-0.467442,0.000000,0.828814,-0.004550,-0.000532,0.000000,-0.004395,-0.076660,1.133789
795.4,-4.736879,-0.546937,0.000000,0.957065,-0.021584,0.000000,-0.000671,0.003906,-0.061523,1.145020
800.4,-4.697238,-0.695001,0.000000,0.996855,-0.014855,0.000000,-0.000224,0.001953,-0.071289,1.135742
805.4,-4.651841,-0.340144,0.000000,0.944042,0.268458,-0.000538,-0.000221,-0.008301,-0.063965,1.130371
810.4,-4.602427,-0.248421,0.000000,1.126715,0.480461,-0.000159,0.000221,0.006348,-0.064453,1.133789
816.3,-4.558901,0.315081,0.000000,1.299350,0.351436,0.000925,0.000000,-0.005371,-0.074219,1.155273
820.4,-4.503810,0.100735,0.000000,1.340818,0.482025,0.000000,0.000000,-0.003906,-0.069336,1.143066
825.4,-4.447042,0.642738,0.000000,1.473117,0.637661,0.000000,0.000000,-0.001953,-0.057617,1.135742
830.4,-4.381695,0.432090,0.000000,1.222783,0.622568,0.000000,0.000214,-0.001953,-0.051270,1.145020
835.4,-4.329429,0.622664,0.000000,1.097579,0.531682,0.000000,0.000000,-0.002930,-0.066406,1.113770
840.4,-4.268000,0.801483,0.000000,0.956227,0.316631,-0.000923,-0.000890,-0.000977,-0.049805,1.117676
845.4,-4.212878,1.016602,0.000000,1.012760,0.317967,0.000000,0.000000,0.005371,-0.058105,1.116699
850.4,-4.150025,1.501226,0.000000,1.264913,0.168592,-0.000568,0.000000,0.008301,-0.053223,1.145020
855.4,-4.086446,1.489711,0.000000,1.268473,0.425606,0.000000,0.000000,-0.004395,-0.048340,1.142578
860.4,-4.019891,1.381490,0.000000,1.225480,0.666187,0.000000,-0.000206,-0.000977,-0.049316,1.142090
865.4,-3.955673,1.452529,0.000000,1.149347,0.362902,0.000000,0.000206,0.003418,-0.040527,1.142578
870.4,-3.882390,1.420243,0.000000,1.246425,0.403019,0.000000,0.000000,-0.004883,-0.024414,1.146484
875.4,-3.809079,1.776280,0.000000,1.516602,0.582862,-0.000586,0.000000,-0.008301,-0.027832,1.141113
880.4,-3.737507,2.097027,0.000000,1.559520,0.847166,0.000000,0.000000,0.012695,-0.037109,1.150391
885.3,-3.660253,2.043264,0.000000,1.551299,0.738326,0.000000,0.000886,-0.001465,-0.040527,1.136230
890.4,-3.579506,2.191822,0.000000,1.841176,0.452858,-0.001199,0.000000,0.000977,-0.028809,1.141113
895.4,-3.500619,2.648541,0.000000,1.889261,0.604686,-0.000603,0.000000,-0.000488,-0.037109,1.107910
900.4,-3.422902,2.904157,0.000000,1.923211,0.703117,-0.000609,0.000000,-0.009766,-0.050781,1.093750
905.4,-3.343922,3.274161,0.000000,1.959023,0.681887,0.000000,-0.000884,0.009766,-0.042969,1.113770
910.4,-3.265384,3.450562,0.000000,2.278862,0.652770,0.000291,0.000000,-0.003906,-0.038086,1.104492
915.4,-3.180977,3.717258,0.000000,2.506789,0.619869,0.000000,0.000000,-0.000488,-0.029785,1.115723
920.4,-3.094450,3.710207,0.000000,2.989287,0.926776,0.000000,0.000000,0.007812,-0.024414,1.135254
925.4,-3.000680,4.649118,0.000000,3.462721,1.333949,0.000000,0.000000,0.003906,-0.015625,1.142090
930.4,-2.914957,4.682422,0.000000,3.903205,1.558073,0.000406,0.000000,-0.007812,-0.025391,1.112305
935.4,-2.805458,5.157585,0.000000,4.352414,1.581577,0.000000,0.000165,0.001465,-0.012207,1.143555
940.4,-2.704102,5.474145,0.000000,4.714841,1.761144,0.000000,0.000000,-0.003906,-0.008301,1.146973
945.4,-2.603412,5.893831,0.000000,5.186829,2.060013,0.000000,0.000000,0.008301,-0.019043,1.107910
950.4,-2.500254,6.238428,0.000000,5.528091,2.484172,0.001580,0.000000,0.002441,-0.020508,1.101562
955.4,-2.389040,6.621576,0.000000,6.064013,2.591817,-0.000162,0.000865,-0.000977,-0.018555,1.102539
960.4,-2.270607,7.117667,0.000000,6.995766,2.695889,0.000727,0.000000,0.002441,0.008789,1.130859
965.4,-2.155521,7.567049,0.000000,7.689957,3.020913,0.000000,0.000857,0.011230,0.011719,1.130371
970.4,-2.035422,8.257492,0.000000,8.346618,3.570209,-0.000670,-0.000852,0.005371,0.005371,1.129395
975.4,-1.895407,8.688917,0.000000,8.867320,3.986308,0.000777,0.000000,0.003906,0.022461,1.109375
980.4,-1.750281,9.307158,0.000000,9.551100,4.038154,-0.000023,0.000000,0.012695,0.014160,1.095703
985.4,-1.600444,9.714636,0.000000,10.550586,4.210982,-0.000000,0.000063,0.005859,0.021973,1.114258
990.4,-1.436865,10.304840,0.000000,11.459712,4.744134,-0.000000,-0.000048,0.014648,0.023438,1.095215
995.4,-1.277910,10.846805,0.000000,11.828115,5.003078,-0.000000,0.000000,0.015137,0.025879,1.102051
1000.4,-1.104435,11.327734,0.000000,12.243334,5.227128,-0.000000,0.000000,0.012207,0.036621,1.099121
1005.4,-0.919107,12.292984,0.000000,13.051701,5.705163,-0.000000,0.000000,0.019043,0.046387,1.098145
1010.4,-0.733362,12.606743,0.000000,14.119640,5.934122,-0.000222,0.000000,0.006836,0.047852,1.107422
1015.4,-0.540973,13.771273,0.000000,14.952617,6.255179,-0.000000,-0.000780,0.005371,0.057129,1.075684
1020.4,-0.338047,14.381198,0.000000,15.921762,6.751964,-0.000000,0.000000,0.014648,0.060059,1.109375
1025.4,-0.125345,15.044915,0.000000,17.092794,7.315585,-0.000000,-0.000850,0.012695,0.064941,1.070801
1030.4,0.098995,16.054790,0.000000,17.851194,7.783562,-0.000000,0.000000,0.003418,0.072266,1.095703
