t_ms,M1_pos_ref,M1_pos_est,M1_speed_fb,M1_iq,M1_speed_ref,M2_pos_ref,M2_pos_est,M2_speed_fb,M2_iq,M2_speed_ref
1230.0,-0.005527,-0.000000,0.000000,inf,1.745329,1.746349,-0.234328,-0.006102,-0.214216,0.000000
1235.0,5.263853,-0.009647,0.000917,0.000000,inf,1.745329,1.745747,-0.467814,0.014047,-0.087719
1240.0,0.000000,5.263852,-0.013115,-0.000000,0.000000,inf,1.745329,1.744705,-0.370271,0.032925
1245.0,0.131103,0.000000,5.263858,0.014209,0.000917,0.000000,inf,1.745329,1.744334,0.054732
1250.0,0.022564,0.209084,0.000000,5.263865,0.033969,-0.000000,0.000000,inf,1.745329,1.744295
1255.0,0.282791,0.015542,0.217144,0.000000,5.263857,0.005958,-0.000000,0.000000,inf,1.745329
1260.0,1.745013,0.573493,-0.009437,0.066440,0.000000,5.263853,-0.010459,0.000917,0.000000,inf
1265.0,1.745329,1.746213,0.343817,-0.028664,-0.185577,0.000000,5.263855,-0.001954,-0.000917,0.000000
1270.0,inf,1.745329,1.746277,-0.261219,-0.005179,-0.199020,0.000000,5.263855,-0.003346,-0.000000
1275.0,0.000000,inf,1.745329,1.746249,-0.256028,-0.008869,-0.193162,0.000000,5.263855,0.000536
1280.0,-0.000000,0.000000,inf,1.745329,1.745326,-0.651663,0.027399,0.000676,0.000000,5.263855
1285.0,-0.003304,-0.000000,0.000000,inf,1.745329,1.744366,-0.146815,0.032925,0.202324,0.000000
1290.0,5.263853,-0.011631,-0.000000,0.000000,inf,1.745329,1.744297,0.295489,0.015885,0.216719
1295.0,0.000000,5.263853,-0.009919,-0.000000,0.000000,inf,1.745329,1.744731,0.448735,0.003337
1300.0,0.125595,0.000000,5.263854,-0.006397,0.000597,0.000000,inf,1.745329,1.745818,0.689452
1305.0,-0.031789,-0.102589,0.000000,5.263857,0.006366,-0.000000,0.000000,inf,1.745329,1.746282
1310.0,-0.186453,-0.014615,-0.199971,0.000000,5.263858,0.011787,-0.000000,0.000000,inf,1.745329
1315.0,1.746302,-0.339834,-0.003334,-0.204302,0.000000,5.263859,0.013931,-0.000000,0.000000,inf
1320.0,1.745329,1.745684,-0.483815,0.007023,-0.074451,0.000000,5.263861,0.020162,0.000917,0.000000
1325.0,inf,1.745329,1.744615,-0.658577,0.042709,0.149928,0.000000,5.263859,0.015286,-0.000000
1330.0,0.000000,inf,1.745329,1.744308,0.289168,0.017961,0.214541,0.000000,5.263855,-0.003245
1335.0,-0.000000,0.000000,inf,1.745329,1.744258,0.313238,0.014045,0.224905,0.000000,5.263855
1340.0,-0.000130,-0.000597,0.000000,inf,1.745329,1.745178,0.618130,-0.003336,0.031718,0.000000
1345.0,5.263853,-0.008446,-0.000000,0.000000,inf,1.745329,1.746085,0.578655,-0.031432,-0.158715
1350.0,0.000000,5.263852,-0.012779,0.000917,0.000000,inf,1.745329,1.746274,-0.321425,-0.005179
1355.0,-0.198344,0.000000,5.263850,-0.020645,-0.001514,0.000000,inf,1.745329,1.746336,-0.264962
1360.0,-0.006102,-0.211387,0.000000,5.263849,-0.019844,0.000917,0.000000,inf,1.745329,1.745443
1365.0,-0.603961,0.012777,-0.023832,0.000000,5.263859,0.013618,-0.000000,0.000000,inf,1.745329
1370.0,1.744584,-0.548417,0.039026,0.156587,0.000000,5.263861,0.022126,-0.000000,0.000000,inf
1375.0,1.745329,1.744301,0.286957,0.017383,0.215893,0.000000,5.263861,0.017262,-0.000917,0.000000
1380.0,inf,1.745329,1.744246,0.286295,0.015542,0.227433,0.000000,5.263857,0.008572,-0.000000
1385.0,0.000000,inf,1.745329,1.745534,0.689395,-0.017383,-0.043058,0.000000,5.263858,0.007798
1390.0,-0.000917,0.000000,inf,1.745329,1.746259,0.357976,-0.027175,-0.195240,0.000000,5.263853
1395.0,-0.012999,-0.000000,0.000000,inf,1.745329,1.746285,-0.367536,-0.001280,-0.200797,0.000000
1400.0,5.263853,-0.009007,-0.000000,0.000000,inf,1.745329,1.746255,-0.239061,-0.006102,-0.194339
1405.0,0.000000,5.263856,0.001308,-0.000000,0.000000,inf,1.745329,1.745035,-0.656615,0.025327
1410.0,0.061834,0.000000,5.263855,-0.002403,-0.000000,0.000000,inf,1.745329,1.744366,-0.318713
1415.0,0.034423,0.202299,0.000000,5.263852,-0.011924,-0.000000,0.000000,inf,1.745329,1.744286
1420.0,0.349657,0.013123,0.219022,0.000000,5.263850,-0.021459,-0.000000,0.000000,inf,1.745329
1425.0,1.744604,0.409447,0.002765,0.152332,0.000000,5.263852,-0.016147,-0.000000,0.000000,inf
1430.0,1.745329,1.745843,0.542265,-0.026252,-0.107896,0.000000,5.263855,0.001439,0.000597,0.000000
1435.0,inf,1.745329,1.746257,0.053738,-0.016817,-0.194889,0.000000,5.263859,0.014792,-0.000000
1440.0,0.000000,inf,1.745329,1.746323,-0.282636,-0.004256,-0.208758,0.000000,5.263860,0.018610
1445.0,0.001833,0.000000,inf,1.745329,1.746046,-0.348753,0.001493,-0.150479,0.000000,5.263862
1450.0,0.020995,-0.000000,0.000000,inf,1.745329,1.744735,-0.591095,0.036609,0.124719,0.000000
1455.0,5.263858,0.009764,-0.000000,0.000000,inf,1.745329,1.744323,-0.041354,0.025903,0.211287
1460.0,0.000000,5.263856,-0.000022,-0.000000,0.000000,inf,1.745329,1.744256,0.299799,0.012780
1465.0,0.225306,0.000000,5.263855,-0.003153,-0.000000,0.000000,inf,1.745329,1.744838,0.480570
1470.0,-0.003688,0.103240,0.000000,5.263852,-0.015873,-0.000917,0.000000,inf,1.745329,1.746318
1475.0,0.539249,-0.032354,-0.207531,0.000000,5.263848,-0.024241,0.000597,0.000000,inf,1.745329
1480.0,1.746623,-0.103251,-0.017382,-0.271769,0.000000,5.263855,0.000354,-0.000000,0.000000,inf
1485.0,1.745329,1.746303,-0.535174,-0.001492,-0.204402,0.000000,5.263857,0.004148,-0.000000,0.000000
1490.0,inf,1.745329,1.745128,-0.825965,0.038451,0.042307,0.000000,5.263857,0.005936,-0.000000
1495.0,0.000000,inf,1.745329,1.744321,0.021382,0.029242,0.211687,0.000000,5.263858,0.006782
1500.0,-0.000000,0.000000,inf,1.745329,1.744301,0.375152,0.010704,0.215968,0.000000,5.263857
1505.0,0.003425,-0.000000,0.000000,inf,1.745329,1.744512,0.328378,0.015540,0.171608,0.000000
1510.0,5.263853,-0.007818,-0.000000,0.000000,inf,1.745329,1.745614,0.766972,-0.028664,-0.059706
1515.0,0.000000,5.263859,0.012741,-0.000000,0.000000,inf,1.745329,1.746593,0.031073,-0.029585
1520.0,-0.265335,0.000000,5.263860,0.017800,0.001833,0.000000,inf,1.745329,1.746634,-0.409379
1525.0,-0.007947,-0.273972,0.000000,5.263861,0.017192,-0.000000,0.000000,inf,1.745329,1.745479
1530.0,-0.805024,0.019226,-0.031518,0.000000,5.263855,-0.001362,0.000917,0.000000,inf,1.745329
1535.0,1.744513,-0.613501,0.041445,0.171508,0.000000,5.263853,-0.011318,-0.000000,0.000000,inf
1540.0,1.745329,1.743967,0.223236,0.024983,0.286013,0.000000,5.263854,-0.005193,0.000917,0.000000
1545.0,inf,1.745329,1.744100,0.446370,0.010934,0.258050,0.000000,5.263855,-0.000039,0.000917
1550.0,0.000000,inf,1.745329,1.745806,0.887472,-0.029586,-0.100136,0.000000,5.263860,0.013841
1555.0,-0.000597,0.000000,inf,1.745329,1.746545,0.317380,-0.030149,-0.255271,0.000000,5.263853
1560.0,-0.012520,-0.000000,0.000000,inf,1.745329,1.746639,-0.427162,-0.006665,-0.275123,0.000000
1565.0,5.263852,-0.012510,-0.000917,0.000000,inf,1.745329,1.745815,-0.695986,0.019800,-0.101988
1570.0,0.000000,5.263854,-0.008247,-0.000000,0.000000,inf,1.745329,1.744572,-0.394969,0.033502
1575.0,0.158941,0.000000,5.263855,-0.003234,0.000320,0.000000,inf,1.745329,1.744325,0.145920
1580.0,0.017383,0.210986,0.000000,5.263856,0.004628,-0.000000,0.000000,inf,1.745329,1.744230
1585.0,0.245590,0.015885,0.230838,0.000000,5.263858,0.011314,0.000597,0.000000,inf,1.745329
1590.0,1.744836,0.490833,-0.004258,0.103590,0.000000,5.263858,0.007653,-0.000000,0.000000,inf
1595.0,1.745329,1.746318,0.536156,-0.033277,-0.207531,0.000000,5.263855,-0.002241,-0.000917,0.000000
1600.0,inf,1.745329,1.746621,-0.107904,-0.016459,-0.271343,0.000000,5.263853,-0.009301,-0.000000
1605.0,0.000000,inf,1.745329,1.746302,-0.541340,-0.001844,-0.204177,0.000000,5.263853,-0.010541
1610.0,-0.000000,0.000000,inf,1.745329,1.745132,-0.809791,0.038106,0.041481,0.000000,5.263853
1615.0,-0.009870,0.000917,0.000000,inf,1.745329,1.744321,0.019577,0.029586,0.211737,0.000000
1620.0,5.263858,0.009767,-0.000000,0.000000,inf,1.745329,1.744298,0.367875,0.010939,0.216544
1625.0,0.000000,5.263854,-0.007021,-0.000000,0.000000,inf,1.745329,1.744397,0.275289,0.015541
1630.0,0.195715,0.000000,5.263853,-0.005620,0.000597,0.000000,inf,1.745329,1.745265,0.639066
1635.0,-0.018305,0.013393,0.000000,5.263856,0.003202,-0.000000,0.000000,inf,1.745329,1.746562
1640.0,0.292491,-0.034764,-0.258801,0.000000,5.263858,0.009101,-0.000000,0.000000,inf,1.745329
1645.0,1.746625,-0.362462,-0.007588,-0.272169,0.000000,5.263858,0.007992,0.000597,0.000000,inf
1650.0,1.745329,1.745742,-0.681863,0.013346,-0.086643,0.000000,5.263853,-0.008175,-0.000000,0.000000
1655.0,inf,1.745329,1.744715,-0.623407,0.039947,0.128975,0.000000,5.263854,-0.006674,-0.000597
1660.0,0.000000,inf,1.745329,1.744304,0.233005,0.018881,0.215217,0.000000,5.263855,-0.003551
1665.0,-0.000000,0.000000,inf,1.745329,1.744258,0.308718,0.014964,0.224905,0.000000,5.263853
1670.0,-0.010109,-0.000000,0.000000,inf,1.745329,1.744992,0.576360,-0.002766,0.070771,0.000000
1675.0,5.263854,-0.005901,-0.000000,0.000000,inf,1.745329,1.745972,0.624776,-0.029945,-0.134933
1680.0,0.000000,5.263858,0.014323,-0.000320,0.000000,inf,1.745329,1.746632,-0.185333,-0.021074
1685.0,-0.273596,0.000000,5.263862,0.023603,0.000917,0.000000,inf,1.745329,1.746552,-0.440154
1690.0,-0.004612,-0.256723,0.000000,5.263859,0.011546,0.000597,0.000000,inf,1.745329,1.745099
1695.0,-0.737402,0.029587,0.048316,0.000000,5.263855,-0.002641,-0.000000,0.000000,inf,1.745329
1700.0,1.744275,-0.375989,0.038106,0.221450,0.000000,5.263850,-0.018558,-0.000917,0.000000,inf
1705.0,1.745329,1.743930,0.319636,0.023143,0.293748,0.000000,5.263852,-0.012967,-0.000000,0.000000
1710.0,inf,1.745329,1.744268,0.534032,0.005180,0.222877,0.000000,5.263854,-0.004706,-0.000000
1715.0,0.000000,inf,1.745329,1.745944,0.754349,-0.031432,-0.129075,0.000000,5.263855,-0.001108
1720.0,-0.000000,0.000000,inf,1.745329,1.746463,0.093492,-0.020715,-0.238148,0.000000,5.263858
1725.0,0.008325,-0.000000,0.000000,inf,1.745329,1.746555,-0.378054,-0.010715,-0.257424,0.000000
1730.0,5.263859,0.012081,-0.000000,0.000000,inf,1.745329,1.745786,-0.689213,0.021069,-0.095880
1735.0,0.000000,5.263860,0.014618,-0.000000,0.000000,inf,1.745329,1.744404,-0.420745,0.041445
1740.0,0.194389,0.000000,5.263851,-0.019331,0.000597,0.000000,inf,1.745329,1.744316,0.267516
1745.0,0.014621,0.212889,0.000000,5.263848,-0.029131,0.000917,0.000000,inf,1.745329,1.744423
1750.0,0.319958,0.013124,0.190358,0.000000,5.263856,0.004624,-0.000000,0.000000,inf,1.745329
1755.0,1.745188,0.568418,-0.014616,0.029565,0.000000,5.263859,0.013788,-0.000597,0.000000,inf
1760.0,1.745329,1.746256,0.259915,-0.028664,-0.194664,0.000000,5.263856,0.002544,0.000917,0.000000
1765.0,inf,1.745329,1.746281,-0.302764,-0.003691,-0.199796,0.000000,5.263854,-0.004580,-0.000000
1770.0,0.000000,inf,1.745329,1.746373,-0.182238,-0.008869,-0.219222,0.000000,5.263852,-0.014621
1775.0,-0.000597,0.000000,inf,1.745329,1.745711,-0.500271,0.014967,-0.080259,0.000000,5.263848
1780.0,-0.028719,-0.000000,0.000000,inf,1.745329,1.744420,-0.388229,0.039947,0.190859,0.000000
1785.0,5.263855,0.000739,-0.000000,0.000000,inf,1.745329,1.744313,0.250451,0.014964,0.213490
1790.0,0.000000,5.263861,0.021217,-0.000000,0.000000,inf,1.745329,1.744335,0.275477,0.015542
1795.0,0.208858,0.000000,5.263858,0.005905,-0.000917,0.000000,inf,1.745329,1.745131,0.600976
1800.0,-0.012771,0.041606,0.000000,5.263855,-0.003372,-0.000000,0.000000,inf,1.745329,1.746271
1805.0,0.249597,-0.031075,-0.197768,0.000000,5.263855,-0.000777,-0.000597,0.000000,inf,1.745329
1810.0,1.746264,-0.362898,-0.000923,-0.196391,0.000000,5.263858,0.010560,0.000597,0.000000,inf
1815.0,1.745329,1.746174,-0.265341,-0.005180,-0.177441,0.000000,5.263857,0.006253,0.000597,0.000000
1820.0,inf,1.745329,1.745388,-0.562423,0.022564,-0.012367,0.000000,5.263860,0.016419,-0.000000
1825.0,0.000000,inf,1.745329,1.744310,-0.203497,0.038106,0.213965,0.000000,5.263857,0.004614
1830.0,-0.000000,0.000000,inf,1.745329,1.744304,0.356814,0.011282,0.215217,0.000000,5.263853
1835.0,-0.012633,-0.000000,0.000000,inf,1.745329,1.744634,0.387324,0.015540,0.145973,0.000000
1840.0,5.263850,-0.018376,-0.000917,0.000000,inf,1.745329,1.745727,0.782690,-0.031075,-0.083513
1845.0,0.000000,5.263854,-0.007713,-0.000000,0.000000,inf,1.745329,1.746586,-0.036488,-0.024766
1850.0,-0.263933,0.000000,5.263855,-0.002445,-0.000000,0.000000,inf,1.745329,1.746646,-0.379746
1855.0,-0.009227,-0.276500,0.000000,5.263855,0.000163,-0.000597,0.000000,inf,1.745329,1.745329
1860.0,-0.781577,0.027396,0.000025,0.000000,5.263852,-0.010549,0.001514,0.000000,inf,1.745329
1865.0,1.744732,-0.338315,0.027744,0.125420,0.000000,5.263856,0.001897,-0.000000,0.000000,inf
1870.0,1.745329,1.744290,0.193105,0.019224,0.218171,0.000000,5.263858,0.008553,-0.000917,0.000000
1875.0,inf,1.745329,1.744235,0.248362,0.016463,0.229712,0.000000,5.263856,-0.001186,-0.000000
1880.0,0.000000,inf,1.745329,1.745498,0.706978,-0.016816,-0.035398,0.000000,5.263853,-0.008043
1885.0,-0.000000,0.000000,inf,1.745329,1.746426,0.512175,-0.036610,-0.230262,0.000000,5.263855
1890.0,0.001692,-0.000597,0.000000,inf,1.745329,1.746632,-0.393102,-0.009434,-0.273596,0.000000
1895.0,5.263863,0.025768,-0.000000,0.000000,inf,1.745329,1.746106,-0.621864,0.011282,-0.163121
1900.0,0.000000,5.263859,0.013519,-0.000000,0.000000,inf,1.745329,1.744471,-0.606005,0.044784
1905.0,0.180320,0.000000,5.263858,0.012533,0.000917,0.000000,inf,1.745329,1.744325,0.200301
1910.0,0.015542,0.210961,0.000000,5.263856,0.001202,-0.000000,0.000000,inf,1.745329,1.744232
1915.0,0.247020,0.015887,0.230488,0.000000,5.263855,0.000316,-0.000000,0.000000,inf,1.745329
1920.0,1.744992,0.571998,-0.011636,0.070821,0.000000,5.263855,-0.003833,0.000597,0.000000,inf
1925.0,1.745329,1.746272,0.347066,-0.032920,-0.198069,0.000000,5.263853,-0.010170,-0.000597,0.000000
1930.0,inf,1.745329,1.746267,-0.336438,-0.002768,-0.197017,0.000000,5.263854,-0.006765,-0.000597
1935.0,0.000000,inf,1.745329,1.746374,-0.175923,-0.008514,-0.219347,0.000000,5.263855,-0.002637
1940.0,-0.000000,0.000000,inf,1.745329,1.745680,-0.507033,0.014619,-0.073650,0.000000,5.263853
1945.0,-0.010039,-0.000000,0.000000,inf,1.745329,1.744449,-0.388463,0.037185,0.184826,0.000000
1950.0,5.263853,-0.006822,0.000597,0.000000,inf,1.745329,1.744305,0.205464,0.015542,0.214992
1955.0,0.000000,5.263855,-0.004112,-0.000000,0.000000,inf,1.745329,1.744339,0.290068,0.015887
1960.0,0.208007,0.000000,5.263857,0.009312,0.000917,0.000000,inf,1.745329,1.745179,0.609137
1965.0,-0.016816,0.031568,0.000000,5.263860,0.015887,-0.000000,0.000000,inf,1.745329,1.746371
1970.0,0.281779,-0.028099,-0.218847,0.000000,5.263857,0.006909,-0.000000,0.000000,inf,1.745329
1975.0,1.746622,-0.200354,-0.014972,-0.271443,0.000000,5.263855,-0.002442,0.000597,0.000000,inf
1980.0,1.745329,1.746118,-0.592232,-0.000352,-0.165575,0.000000,5.263854,-0.003480,-0.000000,0.000000
1985.0,inf,1.745329,1.745044,-0.778659,0.037528,0.059956,0.000000,5.263856,0.004226,-0.000000
1990.0,0.000000,inf,1.745329,1.744041,-0.027209,0.033845,0.270592,0.000000,5.263854,-0.004733
1995.0,-0.000000,0.000000,inf,1.745329,1.743934,0.349950,0.018881,0.292922,0.000000,5.263855
2000.0,-0.001851,-0.000000,0.000000,inf,1.745329,1.745132,0.816726,-0.012204,0.041506,0.000000
2005.0,5.263856,0.000544,-0.000000,0.000000,inf,1.745329,1.746106,0.592521,-0.031995,-0.163146
2010.0,0.000000,5.263856,0.001934,-0.000320,0.000000,inf,1.745329,1.746619,-0.279452,-0.015895
2015.0,-0.270792,0.000000,5.263862,0.019888,-0.001194,0.000000,inf,1.745329,1.746570,-0.391063
2020.0,-0.007946,-0.260603,0.000000,5.263856,-0.000132,-0.000917,0.000000,inf,1.745329,1.744766
2025.0,-0.930209,0.040867,0.118185,0.000000,5.263851,-0.018281,-0.000000,0.000000,inf,1.745329
2030.0,1.743990,-0.299581,0.040525,0.281156,0.000000,5.263850,-0.020693,-0.000000,0.000000,inf
2035.0,1.745329,1.744058,0.518575,0.013123,0.267037,0.000000,5.263856,0.003300,-0.000000,0.000000
2040.0,inf,1.745329,1.744827,0.673617,-0.011281,0.105518,0.000000,5.263859,0.012358,-0.000597
2045.0,0.000000,inf,1.745329,1.746286,0.465480,-0.031431,-0.200822,0.000000,5.263853,-0.008097
2050.0,-0.000000,0.000000,inf,1.745329,1.746620,-0.097756,-0.017382,-0.271043,0.000000,5.263854
2055.0,-0.002990,-0.000000,0.000000,inf,1.745329,1.746374,-0.493303,-0.006102,-0.219347,0.000000
2060.0,5.263857,0.006537,0.000917,0.000000,inf,1.745329,1.745125,-0.886976,0.039948,0.042808
2065.0,0.000000,5.263860,0.015864,-0.001514,0.000000,inf,1.745329,1.744326,0.036306,0.030163
2070.0,0.210586,0.000000,5.263860,0.019147,0.000917,0.000000,inf,1.745329,1.744308,0.396520
2075.0,0.009441,0.214466,0.000000,5.263862,0.023598,-0.000000,0.000000,inf,1.745329,1.744394
2080.0,0.264644,0.015541,0.196416,0.000000,5.263854,-0.009062,-0.000917,0.000000,inf,1.745329
2085.0,1.745471,0.741569,-0.025896,-0.029815,0.000000,5.263849,-0.024962,-0.000000,0.000000,inf
2090.0,1.745329,1.746278,0.031241,-0.022562,-0.199195,0.000000,5.263850,-0.018601,-0.000000,0.000000
2095.0,inf,1.745329,1.746276,-0.370619,-0.002202,-0.198920,0.000000,5.263855,-0.002978,-0.001194
2100.0,0.000000,inf,1.745329,1.745907,-0.394862,0.000922,-0.121365,0.000000,5.263857,0.004567
2105.0,-0.000917,0.000000,inf,1.745329,1.744959,-0.638402,0.033846,0.077831,0.000000,5.263859
2110.0,0.012567,-0.000000,0.000000,inf,1.745329,1.744335,0.048161,0.024982,0.208808,0.000000
2115.0,5.263857,0.002462,-0.000320,0.000000,inf,1.745329,1.744272,0.286325,0.014621,0.222076
2120.0,0.000000,5.263852,-0.009043,-0.000000,0.000000,inf,1.745329,1.744843,0.505188,0.004258
2125.0,0.102214,0.000000,5.263858,0.007487,-0.000000,0.000000,inf,1.745329,1.745963,0.725978
2130.0,-0.034200,-0.133030,0.000000,5.263856,0.001798,-0.000000,0.000000,inf,1.745329,1.746614
2135.0,-0.158313,-0.020151,-0.269691,0.000000,5.263854,-0.006463,-0.000000,0.000000,inf,1.745329
2140.0,1.746660,-0.387111,-0.009791,-0.279529,0.000000,5.263852,-0.013466,-0.000000,0.000000,inf
2145.0,1.745329,1.745247,-0.814565,0.030508,0.017323,0.000000,5.263855,-0.003223,-0.000000,0.000000
2150.0,inf,1.745329,1.744436,-0.422327,0.035000,0.187579,0.000000,5.263856,0.000410,-0.000000
2155.0,0.000000,inf,1.745329,1.744299,0.345131,0.012780,0.216368,0.000000,5.263855,-0.000494
2160.0,-0.000000,0.000000,inf,1.745329,1.744220,0.221401,0.017384,0.233041,0.000000,5.263858
2165.0,0.008767,-0.000000,0.000000,inf,1.745329,1.745496,0.712977,-0.015538,-0.035048,0.000000
2170.0,5.263856,0.002166,-0.000917,0.000000,inf,1.745329,1.746337,0.464916,-0.032354,-0.211537
2175.0,0.000000,5.263853,-0.007943,0.000597,0.000000,inf,1.745329,1.746633,-0.352835,-0.011640
2180.0,-0.273846,0.000000,5.263856,0.002311,-0.000000,0.000000,inf,1.745329,1.746380,-0.478889
2185.0,-0.000000,-0.220624,0.000000,5.263854,-0.007373,-0.000597,0.000000,inf,1.745329,1.744858
2190.0,-0.684514,0.037528,0.098934,0.000000,5.263854,-0.005415,-0.000000,0.000000,inf,1.745329
2195.0,1.744345,-0.103357,0.025903,0.206630,0.000000,5.263856,0.002656,-0.000000,0.000000,inf
2200.0,1.745329,1.744266,0.313789,0.012203,0.223203,0.000000,5.263857,0.003395,-0.000000,0.000000
2205.0,inf,1.745329,1.744589,0.379483,0.004258,0.155486,0.000000,5.263854,-0.005822,-0.000000
2210.0,0.000000,inf,1.745329,1.745968,0.585588,-0.026610,-0.134057,0.000000,5.263856,0.003635
2215.0,0.000597,0.000000,inf,1.745329,1.746274,-0.011343,-0.012769,-0.198369,0.000000,5.263857
2220.0,0.001106,0.000597,0.000000,inf,1.745329,1.746330,-0.272890,-0.004256,-0.210060,0.000000
2225.0,5.263855,-0.000634,-0.000000,0.000000,inf,1.745329,1.745742,-0.469334,0.012777,-0.086668
2230.0,0.000000,5.263856,0.002662,-0.000000,0.000000,inf,1.745329,1.744365,-0.447321,0.042366
2235.0,0.202475,0.000000,5.263856,0.001880,0.000597,0.000000,inf,1.745329,1.744308,0.275405
2240.0,0.014621,0.214466,0.000000,5.263855,-0.002010,-0.000000,0.000000,inf,1.745329,1.744333
2245.0,0.275652,0.015887,0.209134,0.000000,5.263852,-0.013901,-0.000000,0.000000,inf,1.745329
2250.0,1.745130,0.596550,-0.014048,0.041857,0.000000,5.263854,-0.004121,-0.000000,0.000000,inf
2255.0,1.745329,1.746214,0.286325,-0.028098,-0.185752,0.000000,5.263859,0.014204,0.000597,0.000000
2260.0,inf,1.745329,1.746273,-0.283167,-0.003334,-0.198269,0.000000,5.263858,0.007818,-0.000000
2265.0,0.000000,inf,1.745329,1.746256,-0.235698,-0.008869,-0.194614,0.000000,5.263856,0.001647
2270.0,-0.000000,0.000000,inf,1.745329,1.745439,-0.615144,0.024406,-0.023081,0.000000,5.263853
2275.0,-0.007506,-0.000000,0.000000,inf,1.745329,1.744368,-0.256984,0.036608,0.201899,0.000000
2280.0,5.263855,-0.001411,-0.000000,0.000000,inf,1.745329,1.744307,0.304741,0.013123,0.214666
2285.0,0.000000,5.263855,-0.001323,-0.000000,0.000000,inf,1.745329,1.744688,0.442171,0.005754
2290.0,0.134608,0.000000,5.263855,-0.000432,-0.000000,0.000000,inf,1.745329,1.745542,0.583745
2295.0,-0.022917,-0.044736,0.000000,5.263856,0.003075,-0.000917,0.000000,inf,1.745329,1.746258
2300.0,0.040450,-0.020151,-0.195040,0.000000,5.263858,0.008962,-0.000000,0.000000,inf,1.745329
2305.0,1.746301,-0.287904,-0.004256,-0.204127,0.000000,5.263858,0.010678,-0.002110,0.000000,inf
2310.0,1.745329,1.746058,-0.335785,-0.006102,-0.153058,0.000000,5.263853,-0.008634,-0.000000,0.000000
2315.0,inf,1.745329,1.744969,-0.730552,0.037530,0.075678,0.000000,5.263853,-0.010884,0.000917
2320.0,0.000000,inf,1.745329,1.744313,0.072291,0.027401,0.213414,0.000000,5.263856,0.001406
2325.0,-0.000597,0.000000,inf,1.745329,1.744287,0.355727,0.012203,0.218797,0.000000,5.263853
2330.0,-0.009193,-0.000000,0.000000,inf,1.745329,1.745131,0.584698,-0.004258,0.041631,0.000000
2335.0,5.263853,-0.005914,-0.000000,0.000000,inf,1.745329,1.745989,0.550762,-0.027741,-0.138613
2340.0,0.000000,5.263856,0.004800,-0.000000,0.000000,inf,1.745329,1.746281,-0.258921,-0.008870
2345.0,-0.199896,0.000000,5.263859,0.013602,-0.000000,0.000000,inf,1.745329,1.746331,-0.273620
2350.0,-0.007025,-0.210385,0.000000,5.263858,0.010565,0.000597,0.000000,inf,1.745329,1.745440
2355.0,-0.606981,0.013698,-0.023307,0.000000,5.263857,0.007561,-0.000000,0.000000,inf,1.745329
2360.0,1.744492,-0.599155,0.041445,0.175763,0.000000,5.263860,0.018656,-0.000917,0.000000,inf
2365.0,1.745329,1.744305,0.333024,0.013701,0.215067,0.000000,5.263857,0.008123,-0.000000,0.000000
2370.0,inf,1.745329,1.744244,0.284442,0.015887,0.227934,0.000000,5.263854,-0.004895,-0.000917
2375.0,0.000000,inf,1.745329,1.745510,0.685389,-0.015538,-0.038002,0.000000,5.263852,-0.013128
2380.0,-0.000000,0.000000,inf,1.745329,1.746220,0.390802,-0.026818,-0.187054,0.000000,5.263853
2385.0,-0.009156,-0.000000,0.000000,inf,1.745329,1.746288,-0.339257,-0.002768,-0.201373,0.000000
2390.0,5.263855,0.000741,-0.000000,0.000000,inf,1.745329,1.746363,-0.205850,-0.010359,-0.217094
2395.0,0.000000,5.263857,0.006434,-0.000000,0.000000,inf,1.745329,1.745036,-0.705815,0.027745
2400.0,0.061659,0.000000,5.263859,0.012280,0.000917,0.000000,inf,1.745329,1.744317,-0.346103
2405.0,0.036264,0.212513,0.000000,5.263858,0.006791,-0.000597,0.000000,inf,1.745329,1.744298
2410.0,0.397816,0.009784,0.216669,0.000000,5.263856,0.004035,0.000917,0.000000,inf,1.745329
2415.0,1.744321,0.245424,0.014619,0.211762,0.000000,5.263857,0.006582,-0.000000,0.000000,inf
2420.0,1.745329,1.745706,0.771113,-0.025330,-0.079107,0.000000,5.263855,-0.003571,-0.000000,0.000000
2425.0,inf,1.745329,1.746478,0.356848,-0.031072,-0.241302,0.000000,5.263853,-0.010050,0.000917
2430.0,0.000000,inf,1.745329,1.746639,-0.403917,-0.007948,-0.274973,0.000000,5.263851,-0.016624
2435.0,-0.000320,0.000000,inf,1.745329,1.746125,-0.573307,0.009438,-0.167102,0.000000,5.263852
2440.0,-0.011848,-0.000000,0.000000,inf,1.745329,1.744465,-0.624658,0.047546,0.181521,0.000000
2445.0,5.263855,-0.001977,0.000917,0.000000,inf,1.745329,1.744327,0.207890,0.016462,0.210510
2450.0,0.000000,5.263855,-0.001574,-0.000000,0.000000,inf,1.745329,1.744236,0.257715,0.013123
2455.0,0.229661,0.000000,5.263857,0.005505,-0.000917,0.000000,inf,1.745329,1.744895,0.501250
2460.0,-0.006102,0.091099,0.000000,5.263858,0.009578,-0.000000,0.000000,inf,1.745329,1.746130
2465.0,0.411785,-0.029022,-0.168253,0.000000,5.263857,0.004206,-0.000000,0.000000,inf,1.745329
2470.0,1.746596,-0.033560,-0.020151,-0.266011,0.000000,5.263858,0.009508,0.000320,0.000000,inf
