t_ms,M1_speed_ref,M1_speed_fb,M1_iq_ref,M1_iq,M1_mech_angle,M2_speed_ref,M2_speed_fb,M2_iq_ref,M2_iq,M2_mech_angle
0.0,0.000000,-0.004667,0.000000,0.000836,5.929603,0.000000,-0.237830,0.000000,-0.000000,3.389331
5.0,0.000000,0.059316,0.000000,0.000836,5.929603,0.000000,-0.240591,0.000000,-0.000732,3.389331
10.0,0.000000,0.061986,0.000000,0.000000,5.929603,0.000000,-0.241371,0.000000,-0.000131,3.389331
15.0,0.000000,0.059930,0.000000,-0.000836,5.929603,0.000000,-0.251256,0.000000,0.000863,3.389331
20.0,0.000000,0.075238,0.000000,-0.000836,5.929603,0.000000,-0.236993,0.000000,-0.000131,3.389331
25.0,0.000000,-0.013797,0.000000,0.000836,5.929603,0.000000,-0.224711,0.000000,0.000131,3.389331
30.0,0.000000,-0.042241,0.000000,0.000000,5.929603,0.000000,-0.199364,0.000000,-0.000000,3.389331
35.0,0.000000,-0.058036,0.000000,0.000000,5.929603,0.000000,-0.213208,0.000000,-0.000000,3.389331
40.0,0.000000,-0.072866,0.000000,0.000000,5.929603,0.000000,-0.189842,0.000000,-0.000262,3.389331
45.0,0.000000,-0.050460,0.000000,0.000772,5.929603,0.000000,-0.199726,0.000000,0.000863,3.389331
50.0,0.000000,-0.063347,0.000000,0.000000,5.929603,0.000000,-0.174380,0.000000,-0.000000,3.389331
55.0,0.000000,-0.032595,0.000000,-0.000836,5.929603,0.000000,-0.151013,0.000000,-0.000863,3.389331
60.0,0.000000,-0.018242,0.000000,-0.000064,5.929603,0.000000,-0.155753,0.000000,-0.000863,3.389331
65.0,0.000000,-0.005820,0.000000,0.000000,5.929603,0.000000,-0.166432,0.000000,0.000994,3.389331
70.0,0.000000,0.033831,0.000000,0.000836,5.929603,0.000000,-0.171171,0.000000,0.000732,3.389331
75.0,0.000000,0.059867,0.000000,0.001672,5.929603,0.000000,-0.149784,0.000000,-0.000000,3.389331
80.0,0.000000,0.020651,0.000000,0.000000,5.929603,0.000000,-0.115334,0.000000,-0.000131,3.389331
85.0,0.000000,0.020413,0.000000,0.000000,5.929603,0.000000,-0.114135,0.000000,-0.000131,3.389331
90.0,0.000000,0.019209,0.000000,-0.000836,5.929603,0.000000,-0.133917,0.000000,-0.000000,3.389331
95.0,0.000000,0.007288,0.000000,-0.000064,5.929603,0.000000,-0.112530,0.000000,-0.000000,3.389331
100.0,0.000000,0.008016,0.000000,-0.000836,5.929603,0.000000,-0.121229,0.000000,-0.000863,3.389331
105.0,0.000000,-0.005837,0.000000,-0.000772,5.929603,0.000000,-0.108946,0.000000,-0.000131,3.389331
110.0,0.000000,-0.004143,0.000000,0.000000,5.929603,0.000000,-0.154856,0.000000,-0.000994,3.389331
115.0,0.000000,-0.030645,0.000000,0.000000,5.929603,0.000000,-0.170679,0.000000,-0.000000,3.389331
120.0,0.000000,-0.030883,0.000000,0.000000,5.929603,0.000000,-0.160376,0.000000,-0.000000,3.389331
125.0,0.000000,-0.043770,0.000000,-0.000900,5.929603,0.000000,-0.199160,0.000000,-0.000262,3.389331
130.0,0.000000,-0.056657,0.000000,-0.000900,5.929603,0.000000,-0.184898,0.000000,-0.000863,3.389331
135.0,0.000000,-0.070510,0.000000,0.000000,5.929603,0.000000,-0.268018,0.000000,0.000863,3.389331
140.0,0.000000,-0.063293,0.000000,0.000836,5.929603,0.000000,-0.242672,0.000000,-0.000000,3.389331
145.0,0.000000,-0.037256,0.000000,-0.000064,5.929603,0.000000,-0.155701,0.000000,-0.000000,3.389331
150.0,0.000000,-0.035552,0.000000,0.000900,5.929603,0.000000,-0.045541,0.000000,0.000863,3.389331
155.0,0.000000,0.006031,0.000000,0.000772,5.929603,0.000000,0.069764,0.000000,0.000863,3.389331
160.0,0.000000,0.019418,0.000000,0.000000,5.929603,0.000000,0.164881,0.000000,0.000131,3.389331
165.0,0.000000,0.031840,0.000000,0.000000,5.929603,0.000000,0.263958,0.000000,-0.000131,3.389331
170.0,0.000000,0.085106,0.000000,0.000000,5.929603,0.000000,0.221425,0.000000,-0.000000,3.389331
175.0,0.000000,0.048608,0.000000,0.000128,5.929603,0.000000,0.181455,0.000000,-0.000000,3.389331
180.0,0.000000,0.049336,0.000000,-0.000064,5.929603,0.000000,0.165631,0.000000,-0.001387,3.389331
185.0,0.000000,0.036449,0.000000,0.000000,5.929603,0.000000,0.173955,0.000000,0.000863,3.389331
190.0,0.000000,0.022596,0.000000,-0.000128,5.929603,0.000000,0.171195,0.000000,0.000131,3.389331
195.0,0.000000,-0.005837,0.000000,0.000836,5.929603,0.000000,0.164475,0.000000,0.000863,3.389331
200.0,0.000000,0.018257,0.000000,-0.000836,5.929603,0.000000,0.146672,0.000000,-0.000000,3.389331
205.0,0.000000,0.018984,0.000000,0.000772,5.929603,0.000000,0.136788,0.000000,-0.000863,3.389331
210.0,0.000000,0.006097,0.000000,0.000128,5.929603,0.000000,0.103942,0.000000,0.000863,3.389331
215.0,0.000000,-0.020404,0.000000,0.000064,5.929603,0.000000,0.084159,0.000000,-0.000863,3.389331
220.0,0.000000,-0.020643,0.000000,-0.000836,5.929603,0.000000,0.068336,0.000000,0.000863,3.389331
225.0,0.000000,-0.033530,0.000000,-0.000836,5.929603,0.000000,0.098827,0.000000,-0.000000,3.389331
230.0,0.000000,-0.070748,0.000000,0.000064,5.929603,0.000000,0.088942,0.000000,0.001726,3.389331
235.0,0.000000,-0.047197,0.000000,0.000000,5.929603,0.000000,0.097266,0.000000,0.000131,3.389331
240.0,0.000000,-0.023093,0.000000,0.000064,5.929603,0.000000,0.109549,0.000000,0.000131,3.389331
245.0,0.000000,0.006807,0.000000,0.000900,5.929603,0.000000,0.119852,0.000000,-0.000732,3.389331
250.0,0.000000,0.022126,0.000000,-0.001672,5.929603,0.000000,0.090965,0.000000,0.000732,3.389331
