4592,-0.001,0,-0.001,0
4604,0,0,0,0
4615,-0.001,0,-0.001,0
4627,0,0,-0.001,0
4638,-0.001,0,-0.002,0
4650,0,0,0,0
4662,0.001,0,0,0
4673,0.001,0,0,0
4684,0,0,0.001,0
4695,0,0,0.003,0
4706,0,0,-0.001,0
4717,-0.001,0,-0.001,0
4728,0,0,0,0
4739,0,0,0.001,0
4750,0,0,0,0
4761,0.001,0,-0.001,0
4773,0.002,0,0.001,0
4785,0.001,0,-0.001,0
4796,0,0,0.001,0
4807,0,0,0,0
4818,-0.001,0,-0.001,0
4829,0,0,0.002,0
4840,0,0,-0.002,0
4852,0.001,0,-0.001,0
4864,0,0,-0.001,0
4876,0,0,0,0
4887,0,0,0.001,0
4899,0.001,0,0,0
4910,0,0,-0.002,0
4922,0,0,0.001,0
4933,0,0,-0.001,0
4945,0.001,0,0.001,0
4957,0.001,0,0.001,0
4968,0,0,0,0
4979,0.001,0,-0.001,0
4990,-0.002,0,-0.002,0
5002,0,0,0,0
5013,0.001,0,0.002,0
5024,0,0,-0.001,0
5036,0.001,0,0,0
5048,0.001,0,-0.001,0
5059,0.001,0,0.001,0
5070,0,0,-0.001,0
5081,0.001,0,-0.002,0
5093,0,0,0,0
5104,-0.001,0,0,0
5115,-0.001,0,-0.002,0
5127,0,0,0.001,0
5139,0,0,0.001,0
5150,0,0,-0.001,0
5161,0.001,0,0.001,0
5172,-0.001,0,0.002,0
5184,0,0,0,0
5195,-0.001,0,0,0
5206,0,0,0,0
5217,0.001,0,0,0
5228,0,0,0,0
5239,0,0,0,0
5250,0,0,-0.002,0
5262,0,0,0.003,0
5274,0,0,0.001,0
5285,0.001,0,0.001,0
5296,0,0,0.001,0
5307,0,0,0,0
5318,-0.001,0,-0.001,0
5330,0,0,-0.001,0
5341,0,0,0,0
5352,0,0,0,0
5363,0,0,0,0
5374,0,0,-0.001,0
5386,0.001,0,0,0
5398,0,0,0.002,0
5409,0.001,0,0,0
5420,0,0,0.002,0
5431,0,0,0,0
5442,-0.001,0,0.002,0
5453,0.001,0,0.003,0
5464,0.001,0,0,0
5475,0.001,0,-0.002,0
5487,0,0,0,0
5499,-0.001,0,0,0
5510,0,0,0.003,0
5522,0,0,-0.001,0
5533,-0.001,0,0.001,0
5544,0,0,0.002,0
5555,0,0,0,0
5566,-0.001,0,0,0
5577,-0.001,0,-0.001,0
5589,0,0,0.001,0
5601,0,0,0,0
5612,0,0,0,0
5623,0,0,-0.001,0
5634,-0.001,0,-0.001,0
5646,0.001,0,0,0
5657,0,0,0,0
5668,0,0,-0.001,0
5680,0.001,0,0,0
5692,0,0,0.002,0
5703,0,0,0.001,0
5714,0,0,0,0
5725,0,0,-0.002,0
5736,0,0,0.001,0
5747,0,0,0,0
5758,-0.001,0,0,0
5769,0,0,-0.001,0
5780,0,0,-0.002,0
5792,0.001,0,-0.001,0
5804,-0.001,0,0,0
5815,-0.001,0,0,0
5826,0,0,-0.001,0
5837,0,0,-0.001,0
5848,-0.001,0,-0.001,0
5860,0,0,-0.001,0
5871,0,0,0.001,0
5883,0,0,0,0
5895,-0.002,0,0,0
5906,0,0,0,0
5917,0.002,0,0,0
5928,-0.001,0,0.001,0
5939,0,0,-0.001,0
5951,0.001,0,0,0
5962,0,0,0.002,0
5974,0,0,0,0
5986,0,0,0,0
5997,-0.001,0,-0.002,0
6009,0.001,0,-0.001,0
6020,0,0,-0.001,0
6031,0,0,0,0
6042,0,0,-0.001,0
6053,0,0,0.001,0
6064,0,0,0,0
6075,0.001,0,0,0
6086,0.001,0,0,0
6097,0,0,0,0
6108,0,0,0,0
6119,0,0,0.002,0
6131,0,0,0,0
6143,0,0,-0.002,0
6155,0,0,0,0
6166,0,0,-0.001,0
6177,0,0,0.001,0
6188,0,0,-0.001,0
6199,0,0,-0.001,0
6210,0,0,0.001,0
6221,-0.001,0,0,0
6233,0,0,-0.002,0
6245,0,0,-0.001,0
6256,0,0,-0.001,0
6268,0,0,-0.002,0
6280,0.001,0,0,0
6291,0.001,0,0,0
6302,0.001,0,0,0
6313,-0.001,0,0,0
6325,0.001,0,-0.001,0
6337,0,0,-0.001,0
6348,0,0,-0.002,0
6360,0.001,0,0,0
6371,-0.001,0,-0.001,0
6382,0.001,0,0.001,0
6393,0,0,0,0
6404,0,0,-0.001,0
6416,0,0,0,0
6428,0,0,0.001,0
6439,0.001,0,0,0
6450,0,0,0.001,0
6461,0.001,0,0,0
6472,-0.001,0,-0.002,0
6484,0,0,0.002,0
6495,0,0,0,0
6506,0.001,0,-0.001,0
6518,-0.001,0,-0.001,0
6530,-0.001,0,-0.001,0
6541,0,0,0,0
6552,0,0,0.001,0
6563,0,0,0.001,0
6574,-0.001,0,0,0
6585,0,0,-0.001,0
6596,0,0,-0.001,0
6607,0,0,0.001,0
6618,0,0,0.002,0
6630,0,0,0,0
6642,0,0,-0.002,0
6653,0.001,0,-0.001,0
6664,0.001,0,0.001,0
6675,0,0,0.001,0
6686,-0.001,0,-0.001,0
6698,0,0,-0.001,0
6709,-0.001,0,0.001,0
6721,0,0,0,0
6733,0,0,0,0
6744,0,0,-0.002,0
6755,0.001,0,0.001,0
6766,0,0,-0.001,0
6777,0,0,-0.001,0
6788,0,0,0,0
6799,0,0,-0.001,0
6810,0,0,0.001,0
6822,0,0,-0.001,0
6834,0,0,-0.001,0
6845,-0.003,0,0,0
6856,0,0,-0.001,0
6867,0,0,0,0
6878,0.001,0,0,0
6889,-0.001,0,-0.002,0
6901,0,0,0.001,0
6913,0,0,-0.001,0
6925,0,0,-0.001,0
6936,0,0,-0.001,0
6947,0,0,-0.001,0
6958,0.491,0,0.001,0
6970,0.497,21.7,0.002,0.3
6982,0.497,88.9,0.001,0.8
6994,0.498,173.9,0,0.9
7006,0.5,261.1,0.002,0.5
7018,0.501,347.8,0,-0.2
7030,0.498,437.7,-0.002,-2
7042,0.499,524.1,0,-3
7054,0.5,612.5,-0.002,-1.9
7067,0.499,696.7,-0.001,0.2
7079,0.497,794.4,0,2.9
